,ic_id,ic_step,ic_maker,ic_category,ic_type1,ic_type2,ic_data,ic_time
471,21526,step4,samsung,GalaxyNote9,메탈릭 코퍼,128,49,20210405114318
472,21525,step4,samsung,GalaxyNote9,라벤더 퍼플,128,14,20210405114318
473,25487,step3,samsung,Galaxy S20 FE,128,,61,20210405114318
474,21523,step3,samsung,GalaxyNote9,128,,479,20210405114318
475,21522,step2,samsung,GalaxyNote9,GalaxyNote9,,660,20210405114318
476,21521,step4,samsung,GalaxyNote10 Plus,아우라 글로우,all,111,20210405114318
477,25141,step4,apple,iphone8,스페이스 그레이,256,10,20210405114318
478,21519,step4,samsung,GalaxyNote10 Plus,아우라 화이트,all,10,20210405114318
479,21518,step4,samsung,GalaxyNote10 Plus,아우라 블랙,all,25,20210405114318
480,21517,step4,samsung,GalaxyNote10 Plus,아우라 글로우,512,5,20210405114318
481,28453,step4,apple,iphone11 Pro,미드나이트 그린,256,2,20210405114318
482,27607,step4,apple,iphone12,화이트,256,5,20210405114318
483,21514,step4,samsung,GalaxyNote10 Plus,아우라 글로우,256,99,20210405114318
484,21515,step3,samsung,GalaxyNote10 Plus,512,,32,20210405114318
485,21512,step4,samsung,GalaxyNote10 Plus,아우라 화이트,256,10,20210405114318
486,27647,step4,apple,iphone12 Pro Max,골드,512,2,20210405114318
487,21510,step3,samsung,GalaxyNote10 Plus,256,,356,20210405114318
488,21511,step4,samsung,GalaxyNote10 Plus,아우라 블랙,256,19,20210405114318
489,27361,step4,lg,LG Folder,골드,all,10,20210405114318
490,27436,step3,samsung,GalaxyNote2,32,,5,20210405114318
491,21508,step4,samsung,GalaxyNote10,아우라 글로우,all,132,20210405114318
492,21509,step2,samsung,GalaxyNote10 Plus,GalaxyNote10 Plus,,479,20210405114318
493,21504,step4,samsung,GalaxyNote10,아우라 글로우,256,112,20210405114318
494,27202,step4,samsung,Galaxy A8 2018,블랙,32,5,20210405114318
495,26652,step4,samsung,Galaxy A40,블루,all,4,20210405114318
496,21505,step4,samsung,GalaxyNote10,아우라 블랙,all,18,20210405114318
497,27440,step4,samsung,Galaxy J4 Plus,골드,32,4,20210405114318
498,21501,step4,samsung,GalaxyNote10,아우라 블랙,256,14,20210405114318
499,21500,step3,samsung,GalaxyNote10,256,,306,20210405114318
500,27606,step4,apple,iphone12,블랙,256,8,20210405114318
501,21499,step2,samsung,GalaxyNote10,GalaxyNote10,,402,20210405114318
502,21498,step2_group,samsung,note_series,note_series,,2693,20210405114318
503,21493,step3,samsung,Galaxy S20 Ultra,256,,120,20210405114318
504,21494,step4,samsung,Galaxy S20 Ultra,코스믹 블랙,256,7,20210405114318
505,26649,step2,samsung,GalaxyNote3 Neo,GalaxyNote3 Neo,,8,20210405114318
506,21496,step4,samsung,Galaxy S20 Ultra,코스믹 블랙,all,7,20210405114318
507,26632,step4,apple,iphoneSE,스페이스 그레이,32,9,20210405114318
508,21492,step2,samsung,Galaxy S20 Ultra,Galaxy S20 Ultra,,179,20210405114318
509,28565,step4,apple,iphone6s,실버,128,1,20210405114318
510,28564,step3,lg,X400,32,,1,20210405114318
511,25668,step4,samsung,Galaxy S20 FE,클라우드 네이비,all,6,20210405114318
512,25535,step4,samsung,GalaxyS10,플라밍고 핑크,128,7,20210405114318
513,21488,step4,samsung,Galaxy S20 Plus,코스믹 그레이,all,14,20210405114318
514,27200,step4,samsung,GalaxyNote20,미스틱 그린,all,1,20210405114318
515,26935,step4,samsung,GalaxyNote7,블랙,all,4,20210405114318
516,28563,step4,samsung,Galaxy J7 2017,블랙,all,2,20210405114318
517,21482,step2,samsung,Galaxy S20 Plus,Galaxy S20 Plus,,262,20210405114318
518,21483,step3,samsung,Galaxy S20 Plus,256,,175,20210405114318
519,21484,step4,samsung,Galaxy S20 Plus,코스믹 그레이,256,12,20210405114318
520,27605,step3,apple,iphone12,256,,38,20210405114318
521,28562,step4,samsung,Galaxy J7 2017,블랙,32,2,20210405114318
522,28308,step3,samsung,GalaxyS4 Mini,8,,1,20210405114318
523,27604,step4,apple,iphone12,블루,128,35,20210405114318
524,27350,step4,samsung,GalaxyNote10,아우라 핑크,256,4,20210405114318
525,27237,step4,samsung,Galaxy A10e,화이트,32,7,20210405114318
526,24457,step4,samsung,Galaxy A50,블랙,64,18,20210405114318
527,25941,step3,lg,G5,32,,6,20210405114318
528,27238,step4,samsung,Galaxy Z Flip,미러 골드,256,5,20210405114318
529,21473,step3,samsung,Galaxy S20,128,,149,20210405114318
530,21472,step2,samsung,Galaxy S20,Galaxy S20,,255,20210405114318
531,26602,step3,lg,V30,128,,34,20210405114318
532,26603,step4,lg,V20,실버,64,2,20210405114318
533,25125,step4,samsung,Galaxy Z Flip,미러 블랙,all,12,20210405114318
534,26638,step2,samsung,GalaxyAlpha,GalaxyAlpha,,6,20210405114318
535,28607,step4,lg,G5,골드,all,1,20210405114318
536,26637,step4,apple,iphone6s Plus,골드,all,7,20210405114318
537,27277,step3,apple,iphone6s Plus,32,,2,20210405114318
538,28202,step4,samsung,GalaxyNote9,미드나잇 블랙,all,5,20210405114318
539,26512,step4,lg,Wine Smart,화이트,all,5,20210405114318
540,24618,step4,apple,iphone7,RED,all,34,20210405114318
541,21462,step2,samsung,GalaxyS2,GalaxyS2,,20,20210405114318
542,27488,step4,lg,LG CLASS,골드,16,1,20210405114318
543,28205,step2,samsung,GalaxyCore,GalaxyCore,,1,20210405114318
544,25399,step4,apple,iphone11,RED,256,2,20210405114318
545,25221,step4,samsung,GalaxyS10,프리즘 그린,512,7,20210405114318
546,27432,step2,samsung,GalaxyS4 Mini,GalaxyS4 Mini,,3,20210405114318
547,28243,step4,samsung,Galaxy A5 2016,블랙,all,1,20210405114318
548,27660,step3,samsung,GalaxyMega 6.3,16,,2,20210405114318
549,27220,step2,lg,V10,V10,,7,20210405114318
550,26625,step2,lg,K10,K10,,7,20210405114318
551,26624,step2_group,lg,k_series,k_series,,7,20210405114318
552,27430,step2,samsung,GalaxyS4 LTE-A,GalaxyS4 LTE-A,,4,20210405114318
553,25272,step4,samsung,GalaxyNote10 Plus,아우라 블루,all,13,20210405114318
554,27199,step4,samsung,GalaxyNote20,미스틱 그린,256,1,20210405114318
555,23498,step4,samsung,GalaxyS9,미드나잇 블랙,64,1,20210405114318
556,25220,step4,samsung,GalaxyS10 5G,로얄 골드,512,2,20210405114318
557,24769,step2,lg,G4,G4,,10,20210405114318
558,25831,step4,samsung,GalaxyNote20,미스틱 그레이,all,11,20210405114318
559,27198,step4,samsung,GalaxyNote8,딥씨 블루,256,1,20210405114318
560,21438,step3,samsung,GalaxyS6,64,,24,20210405114318
561,28498,step4,lg,LG Q52,실키 레드,all,1,20210405114318
562,25768,step2,samsung,Galaxy A40,Galaxy A40,,20,20210405114318
563,25769,step3,samsung,Galaxy A40,64,,14,20210405114318
564,21436,step3,samsung,GalaxyS6,32,,33,20210405114318
565,21435,step2,samsung,GalaxyS6,GalaxyS6,,95,20210405114318
566,27645,step3,apple,iphone12 Pro Max,512,,21,20210405114318
567,22571,step3,apple,iphone7 Plus,32,,8,20210405114318
568,28499,step3,samsung,Galaxy A5 2016,16,,2,20210405114318
569,21428,step2,samsung,GalaxyS6 Edge,GalaxyS6 Edge,,44,20210405114318
570,21431,step3,samsung,GalaxyS6 Edge,64,,15,20210405114318
571,21426,step2,samsung,GalaxyS6 Edge Plus,GalaxyS6 Edge Plus,,12,20210405114318
572,26616,step2,samsung,Galaxy J2 Pro,Galaxy J2 Pro,,22,20210405114318
573,27393,step4,samsung,Galaxy J7,블랙,all,4,20210405114318
574,27427,step3,samsung,GalaxyS6 Edge,32,,14,20210405114318
575,21424,step3,samsung,GalaxyS7 Edge,128,,17,20210405114318
576,21423,step3,samsung,GalaxyS7 Edge,64,,25,20210405114318
577,27390,step4,samsung,GalaxyNote10,아우라 레드,all,6,20210405114318
578,28075,step4,samsung,Galaxy S21 Plus,팬텀 블랙,all,7,20210405114318
579,21421,step3,samsung,GalaxyS7 Edge,32,,38,20210405114318
580,21420,step2,samsung,GalaxyS7 Edge,GalaxyS7 Edge,,109,20210405114318
581,27510,step4,samsung,GalaxyJean2,블랙,32,6,20210405114318
582,27373,step2,lg,LG CLASS,LG CLASS,,4,20210405114318
583,28074,step4,samsung,Galaxy S21 Plus,팬텀 실버,all,12,20210405114318
584,28150,step4,samsung,GalaxyS6 Edge,그린 에메랄드,64,2,20210405114318
585,28072,step4,samsung,Galaxy S21 Plus,팬텀 바이올렛,all,13,20210405114318
586,21414,step3,samsung,GalaxyS7,32,,104,20210405114318
587,21413,step2,samsung,GalaxyS7,GalaxyS7,,201,20210405114318
588,21412,step4,samsung,GalaxyS8 Plus,코랄 블루,all,6,20210405114318
589,21411,step4,samsung,GalaxyS8 Plus,오키드 그레이,all,49,20210405114318
590,21410,step3,samsung,GalaxyS8 Plus,128,,49,20210405114318
591,21409,step4,samsung,GalaxyS8 Plus,코랄 블루,64,6,20210405114318
592,21408,step4,samsung,GalaxyS8 Plus,오키드 그레이,64,45,20210405114318
593,21407,step3,samsung,GalaxyS8 Plus,64,,116,20210405114318
594,21406,step2,samsung,GalaxyS8 Plus,GalaxyS8 Plus,,208,20210405114318
595,28621,step4,lg,X401,블랙,all,1,20210405114318
596,28073,step4,samsung,Galaxy S21 Plus,팬텀 핑크,all,2,20210405114318
597,21403,step4,samsung,GalaxyS8,오키드 그레이,all,50,20210405114318
598,27566,step4,lg,V20,핑크,all,4,20210405114318
599,26608,step4,apple,iphone6s,스페이스 그레이,128,4,20210405114318
600,21399,step4,samsung,GalaxyS8,오키드 그레이,64,47,20210405114318
601,21396,step2,samsung,GalaxyS8,GalaxyS8,,328,20210405114318
602,21397,step3,samsung,GalaxyS8,64,,245,20210405114318
603,27533,step4,samsung,Galaxy A6 2018,블랙,all,2,20210405114318
604,21395,step4,samsung,GalaxyS9 Plus,선라이즈 골드,all,5,20210405114318
605,21393,step4,samsung,GalaxyS9 Plus,라일락 퍼플,all,9,20210405114318
606,21392,step4,samsung,GalaxyS9 Plus,코랄 블루,all,15,20210405114318
607,28606,step4,lg,G5,골드,32,1,20210405114318
608,27418,step4,apple,iphoneSE (2020),블랙,256,14,20210405114318
609,27646,step4,apple,iphone12 Pro Max,그래파이트,512,7,20210405114318
610,21389,step4,samsung,GalaxyS9 Plus,코랄 블루,256,8,20210405114318
611,26599,step4,lg,G7 ThinQ,라즈베리 로즈,all,12,20210405114318
612,26600,step2,lg,G3,G3,,12,20210405114318
613,21387,step3,samsung,GalaxyS9 Plus,256,,144,20210405114318
614,25767,step4,samsung,GalaxyNote20 Ultra  ,미스틱 화이트,256,8,20210405114318
615,21386,step4,samsung,GalaxyS9 Plus,선라이즈 골드,64,5,20210405114318
616,27422,step2,samsung,GalaxyRound,GalaxyRound,,4,20210405114318
617,26604,step4,lg,V20,실버,all,4,20210405114318
618,25830,step4,samsung,GalaxyNote20,미스틱 그레이,256,6,20210405114318
619,27602,step4,apple,iphone12,레드,128,11,20210405114318
620,21381,step3,samsung,GalaxyS9 Plus,64,,201,20210405114318
621,21380,step2,samsung,GalaxyS9 Plus,GalaxyS9 Plus,,390,20210405114318
622,26575,step4,samsung,GalaxyWide3,블랙,32,9,20210405114318
623,26576,step4,samsung,GalaxyWide3,블랙,all,12,20210405114318
624,28437,step4,lg,Wine Smart,블랙,4,2,20210405114318
625,27421,step2,samsung,GalaxyGrand2,GalaxyGrand2,,3,20210405114318
626,23346,step2,samsung,GalaxyS4,GalaxyS4,,30,20210405114318
627,21376,step4,samsung,GalaxyS9,라일락 퍼플,all,14,20210405114318
628,28548,step3,samsung,GalaxyNote3 Neo,16,,2,20210405114318
629,25581,step4,samsung,Galaxy S20 Ultra,코스믹 그레이,256,9,20210405114318
630,28277,step4,samsung,GalaxyNote7,실버,64,6,20210405114318
631,26436,step4,samsung,GalaxyNote5,블랙,32,7,20210405114318
632,21370,step4,samsung,GalaxyS9,라일락 퍼플,64,10,20210405114318
633,27530,step4,samsung,Galaxy A40,블루,64,3,20210405114318
634,26381,step4,apple,iphone7 Plus,RED,128,3,20210405114318
635,21367,step3,samsung,GalaxyS9,64,,414,20210405114318
636,21366,step2,samsung,GalaxyS9,GalaxyS9,,516,20210405114318
637,27601,step4,apple,iphone12,화이트,128,50,20210405114318
638,26185,step4,samsung,Galaxy A80,엔젤 골드,all,3,20210405114318
639,25826,step4,lg,LG Wing,오로라 그레이,all,9,20210405114318
640,27600,step4,apple,iphone12,블랙,128,34,20210405114318
641,21361,step4,samsung,GalaxyS10 Plus,프리즘 블랙,all,10,20210405114318
642,26427,step4,samsung,GalaxyS9 Plus,라일락 퍼플,256,6,20210405114318
643,26178,step4,samsung,Galaxy Wide4,블랙,32,10,20210405114318
644,21358,step3,samsung,GalaxyS10 Plus,512,,64,20210405114318
645,27509,step3,apple,iphone4s,64,,1,20210405114318
646,27399,step4,samsung,GalaxyNote5,화이트,32,3,20210405114318
647,21354,step4,samsung,GalaxyS10 Plus,프리즘 블랙,128,8,20210405114318
648,21353,step3,samsung,GalaxyS10 Plus,128,,203,20210405114318
649,21352,step2,samsung,GalaxyS10 Plus,GalaxyS10 Plus,,304,20210405114318
650,21349,step4,samsung,GalaxyS10,프리즘 화이트,all,59,20210405114318
651,21350,step4,samsung,GalaxyS10,프리즘 그린,all,40,20210405114318
652,26590,step2,samsung,Galaxy J5 2017,Galaxy J5 2017,,12,20210405114318
653,26591,step3,samsung,Galaxy J5 2017,32,,9,20210405114318
654,21348,step4,samsung,GalaxyS10,프리즘 블랙,all,25,20210405114318
655,23810,step3,samsung,Galaxy A80,128,,25,20210405114318
656,26184,step4,samsung,Galaxy A80,엔젤 골드,128,1,20210405114318
657,21344,step3,samsung,GalaxyS10,512,,55,20210405114318
658,21342,step4,samsung,GalaxyS10,프리즘 그린,128,28,20210405114318
659,26176,step2,samsung,Galaxy Wide4,Galaxy Wide4,,64,20210405114318
660,21341,step4,samsung,GalaxyS10,프리즘 화이트,128,52,20210405114318
661,21340,step4,samsung,GalaxyS10,프리즘 블랙,128,23,20210405114318
662,21339,step3,samsung,GalaxyS10,128,,434,20210405114318
663,21338,step2,samsung,GalaxyS10,GalaxyS10,,591,20210405114318
664,26589,step3,samsung,GalaxyNote3,32,,6,20210405114318
665,21336,step4,samsung,GalaxyS10e,프리즘 화이트,all,32,20210405114318
666,27599,step3,apple,iphone12,128,,157,20210405114318
667,21335,step4,samsung,GalaxyS10e,프리즘 블랙,all,11,20210405114318
668,21333,step4,samsung,GalaxyS10e,프리즘 화이트,128,28,20210405114318
669,21331,step3,samsung,GalaxyS10e,128,,298,20210405114318
670,21332,step4,samsung,GalaxyS10e,프리즘 블랙,128,10,20210405114318
671,21330,step2,samsung,GalaxyS10e,GalaxyS10e,,369,20210405114318
672,21328,step4,samsung,GalaxyS10 5G,로얄 골드,all,17,20210405114318
673,21329,step4,samsung,GalaxyS10 5G,크라운 실버,all,95,20210405114318
674,21327,step4,samsung,GalaxyS10 5G,마제스틱 블랙,all,38,20210405114318
675,21326,step4,samsung,GalaxyS10 5G,크라운 실버,512,11,20210405114318
676,26598,step4,lg,G7 ThinQ,라즈베리 로즈,64,12,20210405114318
677,21324,step3,samsung,GalaxyS10 5G,512,,95,20210405114318
678,21322,step4,samsung,GalaxyS10 5G,로얄 골드,256,13,20210405114318
679,21323,step4,samsung,GalaxyS10 5G,크라운 실버,256,76,20210405114318
680,21321,step4,samsung,GalaxyS10 5G,마제스틱 블랙,256,32,20210405114318
681,21319,step2,samsung,GalaxyS10 5G,GalaxyS10 5G,,617,20210405114318
682,21320,step3,samsung,GalaxyS10 5G,256,,422,20210405114318
683,21318,step2_group,samsung,s_series,s_series,,5355,20210405114318
684,26433,step4,samsung,GalaxyNote8,딥씨 블루,all,4,20210405114318
685,28478,step4,samsung,Galaxy S21 Ultra,팬텀 실버,512,4,20210405114318
686,28240,step4,samsung,Galaxy S20 FE,클라우드 민트,all,4,20210405114318
687,28561,step4,samsung,GalaxyS7 Edge,골드 플래티넘,all,1,20210405114318
688,27375,step4,lg,Q51,프로즌 화이트,32,2,20210405114318
689,26388,step3,apple,iphoneSE,32,,33,20210405114318
690,27598,step4,apple,iphone12,블루,64,14,20210405114318
691,26572,step4,apple,iphone5,화이트,all,1,20210405114318
692,26573,step2,samsung,GalaxyWide3,GalaxyWide3,,30,20210405114318
693,25447,step4,samsung,GalaxyNote20 Ultra  ,미스틱 화이트,all,11,20210405114318
694,27191,step4,apple,iphoneSE,스페이스 그레이,16,2,20210405114318
695,27597,step4,apple,iphone12,그린,64,5,20210405114318
696,23295,step2,samsung,Galaxy S20 FE,Galaxy S20 FE,,108,20210405114318
697,21303,step2,samsung,GalaxyMega 6.3,GalaxyMega 6.3,,10,20210405114318
698,27655,step4,apple,iphone12 Mini,레드,128,18,20210405114318
699,27389,step4,samsung,GalaxyNote10,아우라 레드,256,4,20210405114318
700,26555,step3,lg,Q7,32,,17,20210405114318
701,25184,step4,apple,iphone7,골드,32,7,20210405114318
702,22349,step2,samsung,Galaxy A9 2018,Galaxy A9 2018,,19,20210405114318
703,27518,step4,samsung,Galaxy S20,클라우드 화이트,128,1,20210405114318
704,23269,step4,samsung,GalaxyNote20 Ultra  ,미스틱 브론즈,all,28,20210405114318
705,26583,step2,samsung,GalaxyS,GalaxyS,,21,20210405114318
706,28029,step4,samsung,Galaxy S20 Plus,아우라 레드,256,2,20210405114318
707,27528,step4,samsung,Galaxy J5,화이트,all,4,20210405114318
708,28171,step3,lg,X300,16,,3,20210405114318
709,26574,step3,samsung,GalaxyWide3,32,,13,20210405114318
710,27525,step4,samsung,Galaxy J2 Pro,블랙,all,1,20210405114318
711,26570,step4,apple,iphone6,골드,64,12,20210405114318
712,23458,step4,samsung,GalaxyS8,미드나잇 블랙,all,4,20210405114318
713,28071,step4,samsung,Galaxy S21 Plus,팬텀 블랙,256,6,20210405114318
714,25762,step4,samsung,GalaxyNote8,오키드 그레이,256,1,20210405114318
715,27365,step4,lg,Q51,프로즌 화이트,all,4,20210405114318
716,27162,step4,samsung,GalaxyNote8,미드나잇 블랙,64,1,20210405114318
717,23457,step4,samsung,GalaxyS8,미드나잇 블랙,64,3,20210405114318
718,25825,step4,lg,LG Wing,일루전 스카이,all,29,20210405114318
719,3627,step4,lg,LG Folder,블랙,all,14,20210405114318
720,28560,step4,samsung,GalaxyS7 Edge,골드 플래티넘,64,1,20210405114318
721,25456,step4,samsung,GalaxyNote10 Plus,아우라 블루,256,11,20210405114318
722,27519,step4,samsung,Galaxy S20,클라우드 화이트,all,2,20210405114318
723,28559,step4,lg,G2,화이트,all,1,20210405114318
724,26550,step4,samsung,Galaxy Z Flip,미러 퍼플,256,12,20210405114318
725,26562,step3,lg,X4 Plus,32,,10,20210405114318
726,16920,step2,lg,V35,V35,,18,20210405114318
727,16921,step3,lg,V35,64,,9,20210405114318
728,25824,step4,lg,LG Wing,오로라 그레이,128,7,20210405114318
729,25822,step3,lg,LG Wing,128,,66,20210405114318
730,25823,step4,lg,LG Wing,일루전 스카이,128,20,20210405114318
731,26561,step2,lg,X4 Plus,X4 Plus,,20,20210405114318
732,28345,step3,samsung,Galaxy J7,16,,4,20210405114318
733,27515,step3,samsung,GalaxyS4 Active,32,,1,20210405114318
734,28346,step4,samsung,Galaxy A5 2017,블루 미스트,all,2,20210405114318
735,26491,step4,lg,V50s ThinQ,오로라 블랙,256,11,20210405114318
736,25820,step3,lg,LG Q52,64,,30,20210405114318
737,25821,step2,lg,LG Wing,LG Wing,,109,20210405114318
738,26560,step4,lg,X4,블랙,all,8,20210405114318
739,21272,step1,samsung,samsung,samsung,,10979,20210405114318
740,21273,step2_group,samsung,samsung,samsung,,169,20210405114318
741,21271,step4,apple,iphoneSE (2020),화이트,all,151,20210405114318
742,21270,step4,apple,iphoneSE (2020),RED,all,117,20210405114318
743,21269,step4,apple,iphoneSE (2020),블랙,all,146,20210405114318
744,28511,step2,samsung,GalaxyS2 HD LTE,GalaxyS2 HD LTE,,2,20210405114318
745,26559,step4,lg,X4,블랙,16,4,20210405114318
746,26558,step3,lg,X4,16,,8,20210405114318
747,21265,step3,apple,iphoneSE (2020),256,,50,20210405114318
748,21264,step4,apple,iphoneSE (2020),화이트,128,72,20210405114318
749,21263,step4,apple,iphoneSE (2020),RED,128,49,20210405114318
750,21262,step4,apple,iphoneSE (2020),블랙,128,62,20210405114318
751,21261,step3,apple,iphoneSE (2020),128,,233,20210405114318
752,21260,step4,apple,iphoneSE (2020),화이트,64,41,20210405114318
753,21259,step4,apple,iphoneSE (2020),RED,64,51,20210405114318
754,21258,step4,apple,iphoneSE (2020),블랙,64,58,20210405114318
755,21257,step3,apple,iphoneSE (2020),64,,204,20210405114318
756,21256,step2,apple,iphoneSE (2020),iphoneSE (2020),,552,20210405114318
757,26895,step4,samsung,GalaxyNote10 Plus,아우라 블랙,512,5,20210405114318
758,27514,step2,samsung,GalaxyS4 Active,GalaxyS4 Active,,4,20210405114318
759,28379,step4,apple,iphone5s,스페이스 그레이,all,1,20210405114318
760,27596,step4,apple,iphone12,레드,64,9,20210405114318
761,26547,step2,samsung,Galaxy A5,Galaxy A5,,22,20210405114318
762,26548,step2,samsung,Galaxy A,Galaxy A,,5,20210405114318
763,28070,step4,samsung,Galaxy S21 Plus,팬텀 실버,256,7,20210405114318
764,28069,step4,samsung,Galaxy S21 Plus,팬텀 핑크,256,1,20210405114318
765,26519,step4,apple,iphoneXr,RED,128,14,20210405114318
766,28442,step2,samsung,Galaxy On7 2016,Galaxy On7 2016,,1,20210405114318
767,26551,step4,samsung,Galaxy Z Flip,미러 퍼플,all,15,20210405114318
768,27523,step3,samsung,Galaxy J2 Pro,16,,4,20210405114318
769,28068,step3,samsung,Galaxy S21 Plus,256,,71,20210405114318
770,25819,step2,lg,LG Q52,LG Q52,,50,20210405114318
771,26426,step4,samsung,GalaxyS9 Plus,버건디 레드,64,1,20210405114318
772,21239,step3,apple,iphone5,32,,3,20210405114318
773,27344,step4,apple,iphoneXr,코럴,256,2,20210405114318
774,23267,step4,samsung,GalaxyNote20 Ultra  ,미스틱 브론즈,256,17,20210405114318
775,21236,step2,apple,iphone5,iphone5,,22,20210405114318
776,27231,step4,samsung,Galaxy S20 FE,클라우드 네이비,128,3,20210405114318
777,28592,step4,samsung,Galaxy J5 2016,화이트,all,1,20210405114318
778,28435,step4,lg,Q7,오로라 블랙,32,1,20210405114318
779,27513,step4,samsung,GalaxyS8 Plus,오키드 그레이,128,3,20210405114318
780,26541,step4,samsung,Galaxy S20 Plus,클라우드 블루,all,21,20210405114318
781,26538,step4,samsung,GalaxyJean2,블랙,all,9,20210405114318
782,27250,step2,samsung,GalaxyAce,GalaxyAce,,3,20210405114318
783,27489,step4,lg,LG CLASS,골드,all,1,20210405114318
784,27183,step4,apple,iphone7 Plus,실버,all,5,20210405114318
785,26535,step2,samsung,GalaxyWide,GalaxyWide,,17,20210405114318
786,28239,step4,samsung,GalaxyS10,프리즘 블랙,512,2,20210405114318
787,26396,step3,apple,iphone5s,32,,9,20210405114318
788,28520,step4,lg,V40 ThinQ,뉴 플래티넘 그레이,all,2,20210405114318
789,26166,step3,samsung,Galaxy A10e,32,,13,20210405114318
790,28145,step4,apple,iphone6s,스페이스 그레이,16,2,20210405114318
791,21219,step2,apple,iphone5s,iphone5s,,54,20210405114318
792,23787,step4,samsung,GalaxyS10e,카나리아 옐로우,all,11,20210405114318
793,27505,step4,apple,iphone6 Plus,골드,64,3,20210405114318
794,26528,step3,apple,iphone6 Plus,16,,7,20210405114318
795,28067,step2,samsung,Galaxy S21 Plus,Galaxy S21 Plus,,129,20210405114318
796,26615,step2,samsung,GalaxyS3 LTE,GalaxyS3 LTE,,7,20210405114318
797,28558,step4,apple,iphone6 Plus,스페이스 그레이,16,1,20210405114318
798,28400,step4,lg,X2 2019,뉴 오로라 블랙,all,1,20210405114318
799,26526,step4,apple,iphone6,스페이스 그레이,16,3,20210405114318
800,27487,step3,lg,LG CLASS,16,,3,20210405114318
801,27571,step4,apple,iphone7,로즈골드,256,2,20210405114318
802,27572,step4,apple,iphone7,RED,256,2,20210405114318
803,28434,step4,lg,G2,블랙,all,1,20210405114318
804,21206,step4,apple,iphone6,골드,all,21,20210405114318
805,21207,step4,apple,iphone6,스페이스 그레이,all,42,20210405114318
806,21205,step4,apple,iphone6,실버,all,21,20210405114318
807,26169,step4,samsung,Galaxy A10e,블랙,all,13,20210405114318
808,28618,step4,samsung,Galaxy A Quantum,프리즘 큐브 블루,128,1,20210405114318
809,27589,step4,lg,Wine Smart 3G,블랙,all,4,20210405114318
810,25790,step4,apple,iphoneXs Max,스페이스 그레이,512,2,20210405114318
811,25733,step4,apple,iphone11 Pro,골드,512,2,20210405114318
812,27182,step4,apple,iphone7 Plus,실버,128,3,20210405114318
813,26863,step4,apple,iphone7 Plus,블랙,256,3,20210405114318
814,26520,step4,apple,iphone8 Plus,스페이스 그레이,64,15,20210405114318
815,21199,step3,apple,iphone6,64,,50,20210405114318
816,27503,step4,apple,iphone6,실버,16,8,20210405114318
817,26517,step4,apple,iphoneXs Max,스페이스 그레이,64,7,20210405114318
818,21194,step2,apple,iphone6,iphone6,,203,20210405114318
819,26420,step4,samsung,GalaxyS10 Plus,프리즘 화이트,all,21,20210405114318
820,26167,step4,samsung,Galaxy A10e,블랙,32,6,20210405114318
821,23375,step4,samsung,Galaxy A50,화이트,64,20,20210405114318
822,23376,step4,samsung,Galaxy A50,화이트,all,23,20210405114318
823,25251,step4,samsung,Galaxy Fold,코스모스 블랙,all,6,20210405114318
824,28201,step4,samsung,GalaxyNote9,미드나잇 블랙,128,3,20210405114318
825,3617,step2_group,lg,lg_folder,lg_folder,,130,20210405114318
826,23265,step3,samsung,GalaxyNote20 Ultra  ,256,,128,20210405114318
827,26513,step4,apple,iphone11,블랙,64,33,20210405114318
828,21183,step3,apple,iphone6s Plus,64,,20,20210405114318
829,28556,step4,apple,iphone4,화이트,all,1,20210405114318
830,26509,step2,lg,Wine Smart,Wine Smart,,33,20210405114318
831,26508,step2,lg,X5,X5,,25,20210405114318
832,25183,step4,apple,iphoneXs,골드,512,8,20210405114318
833,21179,step2,apple,iphone6s Plus,iphone6s Plus,,50,20210405114318
834,21178,step4,apple,iphone6s,스페이스 그레이,all,29,20210405114318
835,21177,step4,apple,iphone6s,로즈골드,all,76,20210405114318
836,25656,step4,apple,iphoneSE (2020),RED,256,8,20210405114318
837,25197,step4,apple,iphone5s,실버,16,4,20210405114318
838,25198,step4,apple,iphone5s,실버,all,8,20210405114318
839,27502,step4,apple,iphoneSE,실버,64,11,20210405114318
840,26867,step4,lg,G8 ThinQ,카민 레드,128,3,20210405114318
841,26501,step2,lg,X2 2019,X2 2019,,14,20210405114318
842,21173,step4,apple,iphone6s,로즈골드,128,17,20210405114318
843,21170,step3,apple,iphone6s,128,,52,20210405114318
844,26500,step3,lg,X4 2019,32,,11,20210405114318
845,26413,step4,samsung,Galaxy Wide4,골드,32,16,20210405114318
846,26177,step3,samsung,Galaxy Wide4,32,,34,20210405114318
847,21168,step4,apple,iphone6s,로즈골드,64,37,20210405114318
848,21165,step3,apple,iphone6s,64,,103,20210405114318
849,21163,step4,apple,iphone6s,로즈골드,32,17,20210405114318
850,21161,step3,apple,iphone6s,32,,68,20210405114318
851,26492,step4,lg,V50s ThinQ,오로라 블랙,all,12,20210405114318
852,28066,step4,samsung,Galaxy S21 Ultra,팬텀 블랙,all,21,20210405114318
853,25863,step4,apple,iphone11 Pro Max,골드,256,10,20210405114318
854,27037,step3,samsung,Galaxy J5 2016,16,,3,20210405114318
855,21156,step2,apple,iphone6s,iphone6s,,313,20210405114318
856,27380,step4,samsung,Galaxy Fold,스페이스 실버,all,4,20210405114318
