,co_id,co_html,co_subject,co_content,co_mobile_content,co_skin,co_mobile_skin,co_tag_filter_use,co_hit,co_include_head,co_include_tail
0,company,1,회사소개,"<div style=""text-align: center;""><img src=""https://real-seller.com:443/data/editor/1905/1d1dc6d34bf7155d6b605acdcafbce13_1557983437_2316.jpg"" title=""1d1dc6d34bf7155d6b605acdcafbce13_1557983437_2316.jpg""><br style=""clear:both;""><br style=""clear:both;"">&nbsp;</div><div style=""text-align: left;"" align=""left""><span style=""font-family: &quot;맑은 고딕&quot;; text-align: justify; font-size: 11pt;""><br></span></div><div style=""text-align: left;"" align=""left""><span style=""font-family: &quot;맑은 고딕&quot;; text-align: justify; font-size: 11pt;""><br></span></div><span style=""font-size: 11pt;"">""<b>안전하고 기분 좋은&nbsp;P2P(Peer to Peer) 안전거래 생태계</b>""를 목표로 각 영역의 스페셜리스트들이 모였습니다.</span><div><span style=""font-size: 11pt;"">수년간의 중고폰 온오프라인 유통의 경험을 토대로 이제는 개인과 개인간의 거래 인증 플랫폼 사업에 도전하고 있습니다.</span></div><div><span style=""font-size: 11pt;""><br></span></div><div><span style=""font-size: 11pt;"">저희 주식회사 리얼셀러는 정부에서 주관한 세대융합사업에 사업명과 동일한 리얼셀러 서비스로 정부지원을 받았으며, <br>기업부설연구소 및 벤처기업으로 등록된 정부에서 인정받고 서비스를 제공하고 있는 스타트업 기업입니다.</span></div><div><br></div><div><br></div><div><span style=""font-size: 11pt;""><b>[연혁]</b></span></div><div><span style=""font-size: 14.6667px;"">2020.03&nbsp;</span><b style=""font-size: 14.6667px;"">인공지능기반 중고거래 큐레이선 [워닛] 런칭</b>​</div><div><span style=""font-size: 14.6667px;""><br>2020.02&nbsp;</span><b style=""font-size: 14.6667px;"">한국과학기술원(KIST)벤처기업 선정 및 센터 입주</b></div><div><span style=""font-size: 11pt;""><br>2019.12 <b>리얼셀러 RAS (Realseller Authentication Service) 웹/앱 서비스 런칭<br></b></span><span style=""font-size: 14.6667px;""><br>2019.04&nbsp;</span><b style=""font-size: 14.6667px;"">특허 등록(물품거래 인증 서비스를 제공하는 방법, 제 10-1967384호)</b><b style=""font-size: 11pt;"">​</b></div><div><span style=""font-size: 11pt;""><br>2018.09 <b>중소벤처기업부 창업과제 선정</b></span></div><div><span style=""font-size: 11pt;""><br>2017.09 <b>법인 설립</b></span></div>",,theme/basic,theme/basic,0,0,,
