,id,it_category,it_maker,it_group,it_model,it_original_price,it_star,it_spec,it_color,it_storage,it_class,it_count,it_count_index,it_count_value
944,945,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 화이트,N,S,1,coupang,1
945,946,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 화이트,N,A,1,coupang,1
946,947,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 화이트,N,B,3,coupang|naver,2|1
947,948,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 화이트,N,N,0,,
948,949,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 블루,N,S,1,coupang,1
949,950,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 블루,N,A,1,coupang,1
950,951,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 블루,N,B,1,coupang,1
951,952,스마트폰,samsung,a_series,SM-A315,0,0,,프리즘 크러시 블루,N,N,0,,
952,953,스마트폰,samsung,a_series,SM-A315,0,0,,N,N,S,0,,
953,954,스마트폰,samsung,a_series,SM-A315,0,0,,N,N,A,0,,
954,955,스마트폰,samsung,a_series,SM-A315,0,0,,N,N,B,0,,
955,956,스마트폰,samsung,a_series,SM-A315,0,0,,N,N,N,0,,
956,957,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,64,S,0,,
957,958,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,64,A,0,,
958,959,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,64,B,1,bunjang,1
959,960,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,64,N,0,,
960,961,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,64,S,0,,
961,962,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,64,A,0,,
962,963,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,64,B,1,bunjang,1
963,964,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,64,N,0,,
964,965,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,64,S,0,,
965,966,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,64,A,0,,
966,967,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,64,B,0,,
967,968,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,64,N,0,,
968,969,스마트폰,samsung,a_series,SM-A405,0,0,,블루,64,S,0,,
969,970,스마트폰,samsung,a_series,SM-A405,0,0,,블루,64,A,1,bunjang,1
970,971,스마트폰,samsung,a_series,SM-A405,0,0,,블루,64,B,1,naver,1
971,972,스마트폰,samsung,a_series,SM-A405,0,0,,블루,64,N,0,,
972,973,스마트폰,samsung,a_series,SM-A405,0,0,,N,64,S,0,,
973,974,스마트폰,samsung,a_series,SM-A405,0,0,,N,64,A,0,,
974,975,스마트폰,samsung,a_series,SM-A405,0,0,,N,64,B,0,,
975,976,스마트폰,samsung,a_series,SM-A405,0,0,,N,64,N,0,,
976,977,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,N,S,2,coupang,2
977,978,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,N,A,2,coupang,2
978,979,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,N,B,1,coupang,1
979,980,스마트폰,samsung,a_series,SM-A405,0,0,,블랙,N,N,0,,
980,981,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,N,S,2,coupang,2
981,982,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,N,A,2,coupang,2
982,983,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,N,B,1,coupang,1
983,984,스마트폰,samsung,a_series,SM-A405,0,0,,화이트,N,N,0,,
984,985,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,N,S,0,,
985,986,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,N,A,0,,
986,987,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,N,B,0,,
987,988,스마트폰,samsung,a_series,SM-A405,0,0,,코랄,N,N,0,,
988,989,스마트폰,samsung,a_series,SM-A405,0,0,,블루,N,S,2,coupang,2
989,990,스마트폰,samsung,a_series,SM-A405,0,0,,블루,N,A,2,coupang,2
990,991,스마트폰,samsung,a_series,SM-A405,0,0,,블루,N,B,1,coupang,1
991,992,스마트폰,samsung,a_series,SM-A405,0,0,,블루,N,N,0,,
992,993,스마트폰,samsung,a_series,SM-A405,0,0,,N,N,S,1,coupang,1
993,994,스마트폰,samsung,a_series,SM-A405,0,0,,N,N,A,1,coupang,1
994,995,스마트폰,samsung,a_series,SM-A405,0,0,,N,N,B,1,coupang,1
995,996,스마트폰,samsung,a_series,SM-A405,0,0,,N,N,N,0,,
996,997,스마트폰,samsung,a_series,SM-A500,0,0,,미드나잇 블랙,16,S,0,,
997,998,스마트폰,samsung,a_series,SM-A500,0,0,,미드나잇 블랙,16,A,0,,
998,999,스마트폰,samsung,a_series,SM-A500,0,0,,미드나잇 블랙,16,B,0,,
999,1000,스마트폰,samsung,a_series,SM-A500,0,0,,미드나잇 블랙,16,N,0,,
