,id,it_category,it_maker,it_group,it_model,it_original_price,it_star,it_spec,it_color,it_storage,it_class,it_count,it_count_index,it_count_value
0,1,스마트폰,lg,lg,LG-F370,0,0,,블랙,4,S,0,,
1,2,스마트폰,lg,lg,LG-F370,0,0,,블랙,4,A,0,,
2,3,스마트폰,lg,lg,LG-F370,0,0,,블랙,4,B,0,,
3,4,스마트폰,lg,lg,LG-F370,0,0,,블랙,4,N,0,,
4,5,스마트폰,lg,lg,LG-F370,0,0,,화이트,4,S,0,,
5,6,스마트폰,lg,lg,LG-F370,0,0,,화이트,4,A,0,,
6,7,스마트폰,lg,lg,LG-F370,0,0,,화이트,4,B,0,,
7,8,스마트폰,lg,lg,LG-F370,0,0,,화이트,4,N,0,,
8,9,스마트폰,lg,lg,LG-F370,0,0,,N,4,S,0,,
9,10,스마트폰,lg,lg,LG-F370,0,0,,N,4,A,0,,
10,11,스마트폰,lg,lg,LG-F370,0,0,,N,4,B,0,,
11,12,스마트폰,lg,lg,LG-F370,0,0,,N,4,N,0,,
12,13,스마트폰,lg,lg,LG-F370,0,0,,블랙,8,S,0,,
13,14,스마트폰,lg,lg,LG-F370,0,0,,블랙,8,A,0,,
14,15,스마트폰,lg,lg,LG-F370,0,0,,블랙,8,B,0,,
15,16,스마트폰,lg,lg,LG-F370,0,0,,블랙,8,N,0,,
16,17,스마트폰,lg,lg,LG-F370,0,0,,화이트,8,S,0,,
17,18,스마트폰,lg,lg,LG-F370,0,0,,화이트,8,A,0,,
18,19,스마트폰,lg,lg,LG-F370,0,0,,화이트,8,B,0,,
19,20,스마트폰,lg,lg,LG-F370,0,0,,화이트,8,N,0,,
20,21,스마트폰,lg,lg,LG-F370,0,0,,N,8,S,0,,
21,22,스마트폰,lg,lg,LG-F370,0,0,,N,8,A,0,,
22,23,스마트폰,lg,lg,LG-F370,0,0,,N,8,B,0,,
23,24,스마트폰,lg,lg,LG-F370,0,0,,N,8,N,0,,
24,25,스마트폰,lg,lg,LG-F370,0,0,,블랙,N,S,0,,
25,26,스마트폰,lg,lg,LG-F370,0,0,,블랙,N,A,0,,
26,27,스마트폰,lg,lg,LG-F370,0,0,,블랙,N,B,0,,
27,28,스마트폰,lg,lg,LG-F370,0,0,,블랙,N,N,0,,
28,29,스마트폰,lg,lg,LG-F370,0,0,,화이트,N,S,0,,
29,30,스마트폰,lg,lg,LG-F370,0,0,,화이트,N,A,0,,
30,31,스마트폰,lg,lg,LG-F370,0,0,,화이트,N,B,0,,
31,32,스마트폰,lg,lg,LG-F370,0,0,,화이트,N,N,0,,
32,33,스마트폰,lg,lg,LG-F370,0,0,,N,N,S,0,,
33,34,스마트폰,lg,lg,LG-F370,0,0,,N,N,A,0,,
34,35,스마트폰,lg,lg,LG-F370,0,0,,N,N,B,0,,
35,36,스마트폰,lg,lg,LG-F370,0,0,,N,N,N,0,,
36,37,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,32,S,0,,
37,38,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,32,A,0,,
38,39,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,32,B,0,,
39,40,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,32,N,0,,
40,41,스마트폰,lg,g_series,LG-F340,0,0,,N,32,S,0,,
41,42,스마트폰,lg,g_series,LG-F340,0,0,,N,32,A,0,,
42,43,스마트폰,lg,g_series,LG-F340,0,0,,N,32,B,0,,
43,44,스마트폰,lg,g_series,LG-F340,0,0,,N,32,N,0,,
44,45,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,N,S,0,,
45,46,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,N,A,0,,
46,47,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,N,B,0,,
47,48,스마트폰,lg,g_series,LG-F340,0,0,,티탄 실버,N,N,0,,
48,49,스마트폰,lg,g_series,LG-F340,0,0,,N,N,S,4,coupang,4
49,50,스마트폰,lg,g_series,LG-F340,0,0,,N,N,A,5,coupang,5
50,51,스마트폰,lg,g_series,LG-F340,0,0,,N,N,B,8,bunjang|coupang,3|5
51,52,스마트폰,lg,g_series,LG-F340,0,0,,N,N,N,0,,
52,53,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,16,S,0,,
53,54,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,16,A,0,,
54,55,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,16,B,0,,
55,56,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,16,N,0,,
56,57,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,16,S,0,,
57,58,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,16,A,0,,
58,59,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,16,B,0,,
59,60,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,16,N,0,,
60,61,스마트폰,lg,g_series,LG-F510,0,0,,N,16,S,0,,
61,62,스마트폰,lg,g_series,LG-F510,0,0,,N,16,A,0,,
62,63,스마트폰,lg,g_series,LG-F510,0,0,,N,16,B,0,,
63,64,스마트폰,lg,g_series,LG-F510,0,0,,N,16,N,0,,
64,65,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,32,S,0,,
65,66,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,32,A,0,,
66,67,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,32,B,0,,
67,68,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,32,N,0,,
68,69,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,32,S,0,,
69,70,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,32,A,0,,
70,71,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,32,B,0,,
71,72,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,32,N,0,,
72,73,스마트폰,lg,g_series,LG-F510,0,0,,N,32,S,0,,
73,74,스마트폰,lg,g_series,LG-F510,0,0,,N,32,A,0,,
74,75,스마트폰,lg,g_series,LG-F510,0,0,,N,32,B,0,,
75,76,스마트폰,lg,g_series,LG-F510,0,0,,N,32,N,0,,
76,77,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,64,S,0,,
77,78,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,64,A,0,,
78,79,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,64,B,0,,
79,80,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,64,N,0,,
80,81,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,64,S,0,,
81,82,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,64,A,0,,
82,83,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,64,B,0,,
83,84,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,64,N,0,,
84,85,스마트폰,lg,g_series,LG-F510,0,0,,N,64,S,0,,
85,86,스마트폰,lg,g_series,LG-F510,0,0,,N,64,A,0,,
86,87,스마트폰,lg,g_series,LG-F510,0,0,,N,64,B,0,,
87,88,스마트폰,lg,g_series,LG-F510,0,0,,N,64,N,0,,
88,89,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,N,S,0,,
89,90,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,N,A,0,,
90,91,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,N,B,0,,
91,92,스마트폰,lg,g_series,LG-F510,0,0,,플래티넘 실버,N,N,0,,
92,93,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,N,S,0,,
93,94,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,N,A,0,,
94,95,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,N,B,0,,
95,96,스마트폰,lg,g_series,LG-F510,0,0,,플라멩코 레드,N,N,0,,
96,97,스마트폰,lg,g_series,LG-F510,0,0,,N,N,S,2,coupang,2
97,98,스마트폰,lg,g_series,LG-F510,0,0,,N,N,A,2,coupang,2
98,99,스마트폰,lg,g_series,LG-F510,0,0,,N,N,B,2,coupang,2
99,100,스마트폰,lg,g_series,LG-F510,0,0,,N,N,N,0,,
100,101,스마트폰,lg,g_series,LG-F350,0,0,,티탄,32,S,0,,
101,102,스마트폰,lg,g_series,LG-F350,0,0,,티탄,32,A,0,,
102,103,스마트폰,lg,g_series,LG-F350,0,0,,티탄,32,B,0,,
103,104,스마트폰,lg,g_series,LG-F350,0,0,,티탄,32,N,0,,
104,105,스마트폰,lg,g_series,LG-F350,0,0,,화이트,32,S,0,,
105,106,스마트폰,lg,g_series,LG-F350,0,0,,화이트,32,A,0,,
106,107,스마트폰,lg,g_series,LG-F350,0,0,,화이트,32,B,0,,
107,108,스마트폰,lg,g_series,LG-F350,0,0,,화이트,32,N,0,,
108,109,스마트폰,lg,g_series,LG-F350,0,0,,실버,32,S,0,,
109,110,스마트폰,lg,g_series,LG-F350,0,0,,실버,32,A,0,,
110,111,스마트폰,lg,g_series,LG-F350,0,0,,실버,32,B,0,,
111,112,스마트폰,lg,g_series,LG-F350,0,0,,실버,32,N,0,,
112,113,스마트폰,lg,g_series,LG-F350,0,0,,N,32,S,0,,
113,114,스마트폰,lg,g_series,LG-F350,0,0,,N,32,A,0,,
114,115,스마트폰,lg,g_series,LG-F350,0,0,,N,32,B,0,,
115,116,스마트폰,lg,g_series,LG-F350,0,0,,N,32,N,0,,
116,117,스마트폰,lg,g_series,LG-F350,0,0,,티탄,N,S,0,,
117,118,스마트폰,lg,g_series,LG-F350,0,0,,티탄,N,A,0,,
118,119,스마트폰,lg,g_series,LG-F350,0,0,,티탄,N,B,0,,
119,120,스마트폰,lg,g_series,LG-F350,0,0,,티탄,N,N,0,,
120,121,스마트폰,lg,g_series,LG-F350,0,0,,화이트,N,S,0,,
121,122,스마트폰,lg,g_series,LG-F350,0,0,,화이트,N,A,0,,
122,123,스마트폰,lg,g_series,LG-F350,0,0,,화이트,N,B,0,,
123,124,스마트폰,lg,g_series,LG-F350,0,0,,화이트,N,N,0,,
124,125,스마트폰,lg,g_series,LG-F350,0,0,,실버,N,S,0,,
125,126,스마트폰,lg,g_series,LG-F350,0,0,,실버,N,A,0,,
126,127,스마트폰,lg,g_series,LG-F350,0,0,,실버,N,B,0,,
127,128,스마트폰,lg,g_series,LG-F350,0,0,,실버,N,N,0,,
128,129,스마트폰,lg,g_series,LG-F350,0,0,,N,N,S,2,coupang,2
129,130,스마트폰,lg,g_series,LG-F350,0,0,,N,N,A,2,coupang,2
130,131,스마트폰,lg,g_series,LG-F350,0,0,,N,N,B,2,coupang,2
131,132,스마트폰,lg,g_series,LG-F350,0,0,,N,N,N,0,,
132,133,스마트폰,lg,lg,LG-F560,0,0,,티탄,8,S,0,,
133,134,스마트폰,lg,lg,LG-F560,0,0,,티탄,8,A,0,,
134,135,스마트폰,lg,lg,LG-F560,0,0,,티탄,8,B,0,,
135,136,스마트폰,lg,lg,LG-F560,0,0,,티탄,8,N,0,,
136,137,스마트폰,lg,lg,LG-F560,0,0,,화이트,8,S,0,,
137,138,스마트폰,lg,lg,LG-F560,0,0,,화이트,8,A,0,,
138,139,스마트폰,lg,lg,LG-F560,0,0,,화이트,8,B,0,,
139,140,스마트폰,lg,lg,LG-F560,0,0,,화이트,8,N,0,,
140,141,스마트폰,lg,lg,LG-F560,0,0,,N,8,S,0,,
141,142,스마트폰,lg,lg,LG-F560,0,0,,N,8,A,0,,
142,143,스마트폰,lg,lg,LG-F560,0,0,,N,8,B,0,,
143,144,스마트폰,lg,lg,LG-F560,0,0,,N,8,N,0,,
144,145,스마트폰,lg,lg,LG-F560,0,0,,티탄,N,S,0,,
145,146,스마트폰,lg,lg,LG-F560,0,0,,티탄,N,A,0,,
146,147,스마트폰,lg,lg,LG-F560,0,0,,티탄,N,B,0,,
147,148,스마트폰,lg,lg,LG-F560,0,0,,티탄,N,N,0,,
148,149,스마트폰,lg,lg,LG-F560,0,0,,화이트,N,S,0,,
149,150,스마트폰,lg,lg,LG-F560,0,0,,화이트,N,A,0,,
150,151,스마트폰,lg,lg,LG-F560,0,0,,화이트,N,B,0,,
151,152,스마트폰,lg,lg,LG-F560,0,0,,화이트,N,N,0,,
152,153,스마트폰,lg,lg,LG-F560,0,0,,N,N,S,0,,
153,154,스마트폰,lg,lg,LG-F560,0,0,,N,N,A,0,,
154,155,스마트폰,lg,lg,LG-F560,0,0,,N,N,B,0,,
155,156,스마트폰,lg,lg,LG-F560,0,0,,N,N,N,0,,
156,157,스마트폰,lg,g_series,LG-F320,0,0,,블랙,32,S,0,,
157,158,스마트폰,lg,g_series,LG-F320,0,0,,블랙,32,A,0,,
158,159,스마트폰,lg,g_series,LG-F320,0,0,,블랙,32,B,0,,
159,160,스마트폰,lg,g_series,LG-F320,0,0,,블랙,32,N,0,,
160,161,스마트폰,lg,g_series,LG-F320,0,0,,화이트,32,S,0,,
161,162,스마트폰,lg,g_series,LG-F320,0,0,,화이트,32,A,0,,
162,163,스마트폰,lg,g_series,LG-F320,0,0,,화이트,32,B,0,,
163,164,스마트폰,lg,g_series,LG-F320,0,0,,화이트,32,N,0,,
164,165,스마트폰,lg,g_series,LG-F320,0,0,,N,32,S,0,,
165,166,스마트폰,lg,g_series,LG-F320,0,0,,N,32,A,0,,
166,167,스마트폰,lg,g_series,LG-F320,0,0,,N,32,B,0,,
167,168,스마트폰,lg,g_series,LG-F320,0,0,,N,32,N,0,,
168,169,스마트폰,lg,g_series,LG-F320,0,0,,블랙,N,S,0,,
169,170,스마트폰,lg,g_series,LG-F320,0,0,,블랙,N,A,0,,
170,171,스마트폰,lg,g_series,LG-F320,0,0,,블랙,N,B,0,,
171,172,스마트폰,lg,g_series,LG-F320,0,0,,블랙,N,N,0,,
172,173,스마트폰,lg,g_series,LG-F320,0,0,,화이트,N,S,0,,
173,174,스마트폰,lg,g_series,LG-F320,0,0,,화이트,N,A,0,,
174,175,스마트폰,lg,g_series,LG-F320,0,0,,화이트,N,B,0,,
175,176,스마트폰,lg,g_series,LG-F320,0,0,,화이트,N,N,0,,
176,177,스마트폰,lg,g_series,LG-F320,0,0,,N,N,S,2,coupang,2
177,178,스마트폰,lg,g_series,LG-F320,0,0,,N,N,A,4,coupang,4
178,179,스마트폰,lg,g_series,LG-F320,0,0,,N,N,B,5,bunjang|coupang,1|4
179,180,스마트폰,lg,g_series,LG-F320,0,0,,N,N,N,0,,
180,181,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,16,S,0,,
181,182,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,16,A,0,,
182,183,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,16,B,0,,
183,184,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,16,N,0,,
184,185,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,16,S,0,,
185,186,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,16,A,0,,
186,187,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,16,B,0,,
187,188,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,16,N,0,,
188,189,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,16,S,0,,
189,190,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,16,A,0,,
190,191,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,16,B,0,,
191,192,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,16,N,0,,
192,193,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,16,S,0,,
193,194,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,16,A,0,,
194,195,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,16,B,0,,
195,196,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,16,N,0,,
196,197,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,16,S,0,,
197,198,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,16,A,0,,
198,199,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,16,B,0,,
199,200,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,16,N,0,,
200,201,스마트폰,lg,g_series,LG-F400,0,0,,N,16,S,0,,
201,202,스마트폰,lg,g_series,LG-F400,0,0,,N,16,A,0,,
202,203,스마트폰,lg,g_series,LG-F400,0,0,,N,16,B,0,,
203,204,스마트폰,lg,g_series,LG-F400,0,0,,N,16,N,0,,
204,205,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,32,S,0,,
205,206,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,32,A,0,,
206,207,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,32,B,0,,
207,208,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,32,N,0,,
208,209,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,32,S,0,,
209,210,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,32,A,0,,
210,211,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,32,B,0,,
211,212,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,32,N,0,,
212,213,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,32,S,0,,
213,214,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,32,A,0,,
214,215,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,32,B,0,,
215,216,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,32,N,0,,
216,217,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,32,S,0,,
217,218,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,32,A,0,,
218,219,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,32,B,0,,
219,220,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,32,N,0,,
220,221,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,32,S,0,,
221,222,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,32,A,0,,
222,223,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,32,B,0,,
223,224,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,32,N,0,,
224,225,스마트폰,lg,g_series,LG-F400,0,0,,N,32,S,0,,
225,226,스마트폰,lg,g_series,LG-F400,0,0,,N,32,A,0,,
226,227,스마트폰,lg,g_series,LG-F400,0,0,,N,32,B,0,,
227,228,스마트폰,lg,g_series,LG-F400,0,0,,N,32,N,0,,
228,229,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,N,S,0,,
229,230,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,N,A,0,,
230,231,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,N,B,0,,
231,232,스마트폰,lg,g_series,LG-F400,0,0,,메탈릭 블랙,N,N,0,,
232,233,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,N,S,0,,
233,234,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,N,A,0,,
234,235,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,N,B,0,,
235,236,스마트폰,lg,g_series,LG-F400,0,0,,실크 화이트,N,N,0,,
236,237,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,N,S,0,,
237,238,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,N,A,0,,
238,239,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,N,B,0,,
239,240,스마트폰,lg,g_series,LG-F400,0,0,,샤인 골드,N,N,0,,
240,241,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,N,S,0,,
241,242,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,N,A,0,,
242,243,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,N,B,0,,
243,244,스마트폰,lg,g_series,LG-F400,0,0,,문 바이올렛,N,N,0,,
244,245,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,N,S,0,,
245,246,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,N,A,0,,
246,247,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,N,B,0,,
247,248,스마트폰,lg,g_series,LG-F400,0,0,,버건디 레드,N,N,0,,
248,249,스마트폰,lg,g_series,LG-F400,0,0,,N,N,S,7,coupang,7
249,250,스마트폰,lg,g_series,LG-F400,0,0,,N,N,A,7,coupang,7
250,251,스마트폰,lg,g_series,LG-F400,0,0,,N,N,B,7,coupang,7
251,252,스마트폰,lg,g_series,LG-F400,0,0,,N,N,N,0,,
252,253,스마트폰,lg,g_series,LG-F410,0,0,,티탄,32,S,0,,
253,254,스마트폰,lg,g_series,LG-F410,0,0,,티탄,32,A,0,,
254,255,스마트폰,lg,g_series,LG-F410,0,0,,티탄,32,B,0,,
255,256,스마트폰,lg,g_series,LG-F410,0,0,,티탄,32,N,0,,
256,257,스마트폰,lg,g_series,LG-F410,0,0,,화이트,32,S,0,,
257,258,스마트폰,lg,g_series,LG-F410,0,0,,화이트,32,A,0,,
258,259,스마트폰,lg,g_series,LG-F410,0,0,,화이트,32,B,0,,
259,260,스마트폰,lg,g_series,LG-F410,0,0,,화이트,32,N,0,,
260,261,스마트폰,lg,g_series,LG-F410,0,0,,N,32,S,0,,
261,262,스마트폰,lg,g_series,LG-F410,0,0,,N,32,A,0,,
262,263,스마트폰,lg,g_series,LG-F410,0,0,,N,32,B,0,,
263,264,스마트폰,lg,g_series,LG-F410,0,0,,N,32,N,0,,
264,265,스마트폰,lg,g_series,LG-F410,0,0,,티탄,N,S,0,,
265,266,스마트폰,lg,g_series,LG-F410,0,0,,티탄,N,A,0,,
266,267,스마트폰,lg,g_series,LG-F410,0,0,,티탄,N,B,0,,
267,268,스마트폰,lg,g_series,LG-F410,0,0,,티탄,N,N,0,,
268,269,스마트폰,lg,g_series,LG-F410,0,0,,화이트,N,S,0,,
269,270,스마트폰,lg,g_series,LG-F410,0,0,,화이트,N,A,0,,
270,271,스마트폰,lg,g_series,LG-F410,0,0,,화이트,N,B,0,,
271,272,스마트폰,lg,g_series,LG-F410,0,0,,화이트,N,N,0,,
272,273,스마트폰,lg,g_series,LG-F410,0,0,,N,N,S,1,coupang,1
273,274,스마트폰,lg,g_series,LG-F410,0,0,,N,N,A,2,coupang,2
274,275,스마트폰,lg,g_series,LG-F410,0,0,,N,N,B,2,coupang,2
275,276,스마트폰,lg,g_series,LG-F410,0,0,,N,N,N,0,,
276,277,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,8,S,0,,
277,278,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,8,A,0,,
278,279,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,8,B,0,,
279,280,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,8,N,0,,
280,281,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,8,S,0,,
281,282,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,8,A,0,,
282,283,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,8,B,0,,
283,284,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,8,N,0,,
284,285,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,8,S,0,,
285,286,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,8,A,0,,
286,287,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,8,B,0,,
287,288,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,8,N,0,,
288,289,스마트폰,lg,g_series,LG-F470,0,0,,N,8,S,0,,
289,290,스마트폰,lg,g_series,LG-F470,0,0,,N,8,A,0,,
290,291,스마트폰,lg,g_series,LG-F470,0,0,,N,8,B,0,,
291,292,스마트폰,lg,g_series,LG-F470,0,0,,N,8,N,0,,
292,293,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,N,S,0,,
293,294,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,N,A,0,,
294,295,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,N,B,0,,
295,296,스마트폰,lg,g_series,LG-F470,0,0,,메탈릭 블랙,N,N,0,,
296,297,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,N,S,0,,
297,298,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,N,A,0,,
298,299,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,N,B,0,,
299,300,스마트폰,lg,g_series,LG-F470,0,0,,실크 화이트,N,N,0,,
300,301,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,N,S,0,,
301,302,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,N,A,0,,
302,303,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,N,B,0,,
303,304,스마트폰,lg,g_series,LG-F470,0,0,,샤인 골드,N,N,0,,
304,305,스마트폰,lg,g_series,LG-F470,0,0,,N,N,S,0,,
305,306,스마트폰,lg,g_series,LG-F470,0,0,,N,N,A,0,,
306,307,스마트폰,lg,g_series,LG-F470,0,0,,N,N,B,0,,
307,308,스마트폰,lg,g_series,LG-F470,0,0,,N,N,N,0,,
308,309,스마트폰,lg,g_series,LG-F490,0,0,,블랙,32,S,0,,
309,310,스마트폰,lg,g_series,LG-F490,0,0,,블랙,32,A,0,,
310,311,스마트폰,lg,g_series,LG-F490,0,0,,블랙,32,B,0,,
311,312,스마트폰,lg,g_series,LG-F490,0,0,,블랙,32,N,0,,
312,313,스마트폰,lg,g_series,LG-F490,0,0,,화이트,32,S,0,,
313,314,스마트폰,lg,g_series,LG-F490,0,0,,화이트,32,A,0,,
314,315,스마트폰,lg,g_series,LG-F490,0,0,,화이트,32,B,0,,
315,316,스마트폰,lg,g_series,LG-F490,0,0,,화이트,32,N,0,,
316,317,스마트폰,lg,g_series,LG-F490,0,0,,N,32,S,0,,
317,318,스마트폰,lg,g_series,LG-F490,0,0,,N,32,A,0,,
318,319,스마트폰,lg,g_series,LG-F490,0,0,,N,32,B,0,,
319,320,스마트폰,lg,g_series,LG-F490,0,0,,N,32,N,0,,
320,321,스마트폰,lg,g_series,LG-F490,0,0,,블랙,N,S,0,,
321,322,스마트폰,lg,g_series,LG-F490,0,0,,블랙,N,A,0,,
322,323,스마트폰,lg,g_series,LG-F490,0,0,,블랙,N,B,0,,
323,324,스마트폰,lg,g_series,LG-F490,0,0,,블랙,N,N,0,,
324,325,스마트폰,lg,g_series,LG-F490,0,0,,화이트,N,S,0,,
325,326,스마트폰,lg,g_series,LG-F490,0,0,,화이트,N,A,0,,
326,327,스마트폰,lg,g_series,LG-F490,0,0,,화이트,N,B,0,,
327,328,스마트폰,lg,g_series,LG-F490,0,0,,화이트,N,N,0,,
328,329,스마트폰,lg,g_series,LG-F490,0,0,,N,N,S,0,,
329,330,스마트폰,lg,g_series,LG-F490,0,0,,N,N,A,0,,
330,331,스마트폰,lg,g_series,LG-F490,0,0,,N,N,B,0,,
331,332,스마트폰,lg,g_series,LG-F490,0,0,,N,N,N,0,,
332,333,스마트폰,lg,lg,LG-D690,0,0,,블랙,8,S,0,,
333,334,스마트폰,lg,lg,LG-D690,0,0,,블랙,8,A,0,,
334,335,스마트폰,lg,lg,LG-D690,0,0,,블랙,8,B,0,,
335,336,스마트폰,lg,lg,LG-D690,0,0,,블랙,8,N,0,,
336,337,스마트폰,lg,lg,LG-D690,0,0,,화이트,8,S,0,,
337,338,스마트폰,lg,lg,LG-D690,0,0,,화이트,8,A,0,,
338,339,스마트폰,lg,lg,LG-D690,0,0,,화이트,8,B,0,,
339,340,스마트폰,lg,lg,LG-D690,0,0,,화이트,8,N,0,,
