,ppl_id,ppl_maker,ppl_group,ppl_model_code,ppl_name,ppl_model_name,ppl_storage,ppl_class,ppl_hidden,ppl_average,ppl_average_date,ppl_average_old,ppl_average_old_date
395,396,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,256,N,2,285551,2021-05-10 16:12:58,286172,2021-05-10 12:40:41
396,397,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,512,S,0,483333,2021-05-11 17:42:10,474000,2021-05-11 06:37:12
397,398,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,512,A,0,426416,2021-05-11 17:42:10,393736,2021-05-11 06:37:12
398,399,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,512,B,2,362500,2021-05-11 17:42:10,346851,2021-05-11 06:37:12
399,400,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,512,N,2,316549,2021-05-10 16:12:58,315450,2021-05-10 12:40:42
400,401,samsung,s_series,SM-G970,갤럭시S10e,GalaxyS10e,128,S,0,300000,2021-05-11 17:42:10,290000,2021-05-11 06:37:12
401,402,samsung,s_series,SM-G970,갤럭시S10e,GalaxyS10e,128,A,0,275444,2021-05-11 17:42:10,278230,2021-05-11 06:37:12
402,403,samsung,s_series,SM-G970,갤럭시S10e,GalaxyS10e,128,B,2,279944,2021-05-11 17:42:10,283621,2021-05-11 06:37:12
403,404,samsung,s_series,SM-G970,갤럭시S10e,GalaxyS10e,128,N,2,227414,2021-05-10 16:12:59,228546,2021-05-10 12:40:42
404,405,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,128,S,0,413545,2021-05-11 17:42:10,393000,2021-05-11 06:37:12
405,406,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,128,A,0,357500,2021-05-11 17:42:10,335000,2021-05-11 06:37:12
406,407,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,128,B,2,307903,2021-05-11 17:42:10,301834,2021-05-11 06:37:12
407,408,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,128,N,2,249691,2021-05-10 16:12:59,250131,2021-05-10 12:40:43
408,409,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,512,S,0,390000,2021-05-10 16:13:00,390000,2021-05-10 12:40:43
409,410,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,512,A,0,319000,2021-05-10 16:13:00,314900,2021-05-10 12:40:43
410,411,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,512,B,2,260000,2021-05-11 17:42:10,255000,2021-05-11 06:37:12
411,412,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,512,N,2,268823,2021-05-10 16:13:00,263333,2021-05-10 12:40:43
412,413,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,128,S,0,513333,2021-05-11 17:42:10,513333,2021-05-11 06:37:12
413,414,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,128,A,0,468571,2021-05-11 17:42:10,393333,2021-05-11 06:37:12
414,415,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,128,B,2,451428,2021-05-11 17:42:10,406666,2021-05-11 06:37:12
415,416,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,128,N,2,283305,2021-05-10 16:13:01,280626,2021-05-10 12:40:44
416,417,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,512,S,0,407500,2021-05-11 17:42:10,400000,2021-05-11 06:37:12
417,418,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,512,A,0,398000,2021-05-11 17:42:10,392500,2021-05-11 06:37:12
418,419,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,512,B,2,300000,2021-05-11 17:42:10,284000,2021-05-11 06:37:12
419,420,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,512,N,2,302307,2021-05-10 16:13:01,301600,2021-05-10 12:40:44
420,421,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,1T,S,1,0,2021-05-10 16:13:01,0,2021-05-10 12:40:45
421,422,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,1T,A,1,0,2021-05-10 16:13:02,0,2021-05-10 12:40:45
422,423,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,1T,B,2,0,2021-05-10 16:13:02,0,2021-05-10 12:40:45
423,424,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,1T,N,2,0,2021-05-10 16:13:02,0,2021-05-10 12:40:45
424,425,samsung,s_series,SM-G960,갤럭시S9,GalaxyS9,64,S,0,254400,2021-05-11 17:42:10,224882,2021-05-11 06:37:12
425,426,samsung,s_series,SM-G960,갤럭시S9,GalaxyS9,64,A,0,207642,2021-05-11 17:42:10,191903,2021-05-11 06:37:12
426,427,samsung,s_series,SM-G960,갤럭시S9,GalaxyS9,64,B,0,184000,2021-05-11 17:42:10,182827,2021-05-11 06:37:12
427,428,samsung,s_series,SM-G960,갤럭시S9,GalaxyS9,64,N,2,149729,2021-05-10 16:13:03,150550,2021-05-10 12:40:46
428,429,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,64,S,0,306875,2021-05-11 17:42:10,284500,2021-05-11 06:37:12
429,430,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,64,A,0,221111,2021-05-11 17:42:10,201000,2021-05-11 06:37:12
430,431,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,64,B,0,220789,2021-05-11 17:42:10,206315,2021-05-11 06:37:12
431,432,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,64,N,2,168278,2021-05-10 16:13:03,169948,2021-05-10 12:40:46
432,433,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,256,S,0,305800,2021-05-11 17:42:10,305800,2021-05-11 06:37:12
433,434,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,256,A,0,251363,2021-05-11 17:42:10,235000,2021-05-11 06:37:12
434,435,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,256,B,0,216590,2021-05-11 17:42:10,194014,2021-05-11 06:37:12
435,436,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,256,N,2,179297,2021-05-10 16:13:04,179528,2021-05-10 12:40:47
436,437,samsung,s_series,SM-G950,갤럭시S8,GalaxyS8,64,S,0,181448,2021-05-11 17:42:10,176680,2021-05-11 06:37:12
437,438,samsung,s_series,SM-G950,갤럭시S8,GalaxyS8,64,A,0,153518,2021-05-11 17:42:10,147222,2021-05-11 06:37:12
438,439,samsung,s_series,SM-G950,갤럭시S8,GalaxyS8,64,B,0,136502,2021-05-11 17:42:10,132748,2021-05-11 06:37:12
439,440,samsung,s_series,SM-G950,갤럭시S8,GalaxyS8,64,N,2,121843,2021-05-10 16:13:05,120775,2021-05-10 12:40:47
440,441,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,64,S,0,222305,2021-05-11 17:42:10,217044,2021-05-11 06:37:12
441,442,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,64,A,0,204227,2021-05-11 17:42:10,197305,2021-05-11 06:37:12
442,443,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,64,B,0,162244,2021-05-11 17:42:10,151948,2021-05-11 06:37:12
443,444,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,64,N,2,112688,2021-05-10 16:13:05,114134,2021-05-10 12:40:48
444,445,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,128,S,0,224500,2021-05-11 17:42:10,186750,2021-05-11 06:37:12
445,446,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,128,A,0,240000,2021-05-11 17:42:10,240000,2021-05-11 06:37:12
446,447,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,128,B,0,171800,2021-05-11 17:42:10,169000,2021-05-11 06:37:12
447,448,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,128,N,2,138365,2021-05-10 16:13:06,135257,2021-05-10 12:40:48
448,449,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,32,S,0,114610,2021-05-11 17:42:10,114610,2021-05-11 06:37:12
449,450,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,32,A,0,98457,2021-05-11 17:42:10,97407,2021-05-11 06:37:12
450,451,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,32,B,0,82864,2021-05-11 17:42:10,82365,2021-05-11 06:37:12
451,452,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,32,N,2,71400,2021-05-10 16:13:06,71839,2021-05-10 12:40:49
452,453,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,64,S,0,180000,2021-05-11 17:42:10,180000,2021-05-11 06:37:12
453,454,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,64,A,0,116666,2021-05-11 17:42:10,115000,2021-05-11 06:37:12
454,455,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,64,B,0,83500,2021-05-11 17:42:10,81333,2021-05-11 06:37:12
455,456,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,64,N,2,83095,2021-05-10 16:13:07,81944,2021-05-10 12:40:50
456,457,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,32,S,0,145000,2021-05-11 17:42:10,145000,2021-05-11 06:37:12
457,458,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,32,A,0,135000,2021-05-11 17:42:10,135000,2021-05-11 06:37:12
458,459,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,32,B,0,104230,2021-05-11 17:42:10,85975,2021-05-11 06:37:12
459,460,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,32,N,2,70576,2021-05-10 16:13:08,69782,2021-05-10 12:40:50
460,461,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,64,S,0,160000,2021-05-11 17:42:10,160000,2021-05-11 06:37:12
461,462,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,64,A,0,147500,2021-05-11 17:42:10,145000,2021-05-11 06:37:12
462,463,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,64,B,0,123750,2021-05-11 17:42:10,140000,2021-05-11 06:37:12
463,464,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,64,N,2,95363,2021-05-10 16:13:08,95500,2021-05-10 12:40:51
464,465,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,128,S,1,0,2021-05-10 16:13:08,0,2021-05-10 12:40:51
465,466,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,128,A,0,70000,2021-05-10 16:13:09,70000,2021-05-10 12:40:51
466,467,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,128,B,1,100000,2021-05-11 17:42:10,100000,2021-05-11 06:37:12
467,468,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,128,N,2,80000,2021-05-10 16:13:09,80000,2021-05-10 12:40:51
468,469,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,32,S,2,130000,2021-05-11 17:42:10,130000,2021-05-11 06:37:12
469,470,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,32,A,0,93333,2021-05-11 17:42:10,88000,2021-05-11 06:37:12
470,471,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,32,B,1,86666,2021-05-11 17:42:10,84000,2021-05-11 06:37:12
471,472,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,32,N,2,63333,2021-05-10 16:13:09,63333,2021-05-10 12:40:52
472,473,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,64,S,2,0,2021-05-10 16:13:10,0,2021-05-10 12:40:52
473,474,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,64,A,1,0,2021-05-10 16:13:10,0,2021-05-10 12:40:52
474,475,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,64,B,2,0,2021-05-10 16:13:10,0,2021-05-10 12:40:52
475,476,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,64,N,2,0,2021-05-10 16:13:10,0,2021-05-10 12:40:52
476,477,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,32,S,2,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
477,478,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,32,A,1,88333,2021-05-11 17:42:10,85000,2021-05-11 06:37:12
478,479,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,32,B,1,83333,2021-05-11 17:42:10,82000,2021-05-11 06:37:12
479,480,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,32,N,2,46375,2021-05-10 16:13:11,46833,2021-05-10 12:40:53
480,481,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,64,S,2,135000,2021-05-11 17:42:10,135000,2021-05-11 06:37:12
481,482,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,64,A,1,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
482,483,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,64,B,0,135000,2021-05-11 17:42:10,135000,2021-05-11 06:37:12
483,484,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,64,N,2,0,2021-05-10 16:13:11,0,2021-05-10 12:40:54
484,485,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,128,S,2,0,2021-05-10 16:13:11,0,2021-05-10 12:40:54
485,486,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,128,A,1,0,2021-05-10 16:13:12,0,2021-05-10 12:40:54
486,487,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,128,B,1,0,2021-05-10 16:13:12,0,2021-05-10 12:40:54
487,488,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,128,N,2,0,2021-05-10 16:13:12,0,2021-05-10 12:40:54
488,489,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,32,S,2,96666,2021-05-11 17:42:10,96666,2021-05-11 06:37:12
489,490,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,32,A,0,77500,2021-05-11 17:42:10,77500,2021-05-11 06:37:12
490,491,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,32,B,0,70000,2021-05-11 17:42:10,66250,2021-05-11 06:37:12
491,492,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,32,N,2,72916,2021-05-10 16:13:12,43750,2021-05-10 12:40:55
492,493,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,64,S,2,165800,2021-05-11 17:42:10,165800,2021-05-11 06:37:12
493,494,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,64,A,0,122250,2021-05-11 17:42:10,122250,2021-05-11 06:37:12
494,495,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,64,B,0,113000,2021-05-11 17:42:10,113000,2021-05-11 06:37:12
495,496,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,64,N,2,122600,2021-05-10 16:13:13,122600,2021-05-10 12:40:55
496,497,samsung,s_series,SM-G900,갤럭시S5,GalaxyS5,32,S,2,0,2021-05-10 16:13:13,0,2021-05-10 12:40:55
497,498,samsung,s_series,SM-G900,갤럭시S5,GalaxyS5,32,A,1,79000,2021-05-11 17:42:10,79000,2021-05-11 06:37:12
498,499,samsung,s_series,SM-G900,갤럭시S5,GalaxyS5,32,B,1,60750,2021-05-11 17:42:10,59500,2021-05-11 06:37:12
499,500,samsung,s_series,SM-G900,갤럭시S5,GalaxyS5,32,N,2,31500,2021-05-10 16:13:14,25333,2021-05-10 12:40:56
500,501,samsung,s_series,SM-G906,갤럭시S5 LTE-A,GalaxyS5 LTE-A,32,S,2,0,2021-05-10 16:13:14,0,2021-05-10 12:40:56
501,502,samsung,s_series,SM-G906,갤럭시S5 LTE-A,GalaxyS5 LTE-A,32,A,1,0,2021-05-10 16:13:14,0,2021-05-10 12:40:56
502,503,samsung,s_series,SM-G906,갤럭시S5 LTE-A,GalaxyS5 LTE-A,32,B,1,0,2021-05-10 16:13:14,0,2021-05-10 12:40:56
503,504,samsung,s_series,SM-G906,갤럭시S5 LTE-A,GalaxyS5 LTE-A,32,N,2,0,2021-05-10 16:13:15,0,2021-05-10 12:40:56
504,505,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,16,S,2,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
505,506,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,16,A,1,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
506,507,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,16,B,1,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
507,508,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,16,N,2,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
508,509,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,32,S,2,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
509,510,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,32,A,1,0,2021-05-10 16:13:15,0,2021-05-10 12:40:57
510,511,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,32,B,1,0,2021-05-10 16:13:16,0,2021-05-10 12:40:57
511,512,samsung,s_series,SHV-E300,갤럭시S4 ,GalaxyS4,32,N,2,0,2021-05-10 16:13:16,0,2021-05-10 12:40:58
512,513,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,16,S,2,0,2021-05-10 16:13:16,0,2021-05-10 12:40:58
513,514,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,16,A,1,0,2021-05-10 16:13:16,0,2021-05-10 12:40:58
514,515,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,16,B,1,0,2021-05-10 16:13:16,0,2021-05-10 12:40:58
515,516,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,16,N,2,15000,2021-05-10 16:13:16,15000,2021-05-10 12:40:58
516,517,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,32,S,2,0,2021-05-10 16:13:16,0,2021-05-10 12:40:58
517,518,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,32,A,1,0,2021-05-10 16:13:17,0,2021-05-10 12:40:58
518,519,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,32,B,1,0,2021-05-10 16:13:17,0,2021-05-10 12:40:59
519,520,samsung,s_series,SHV-E330,갤럭시S4 LTE-A,GalaxyS4 LTE-A,32,N,2,35000,2021-05-10 16:13:17,35000,2021-05-10 12:40:59
520,521,samsung,s_series,SHV-E470,갤럭시S4 Active,GalaxyS4 Active,32,S,2,0,2021-05-10 16:13:17,0,2021-05-10 12:40:59
521,522,samsung,s_series,SHV-E470,갤럭시S4 Active,GalaxyS4 Active,32,A,1,0,2021-05-10 16:13:17,0,2021-05-10 12:40:59
522,523,samsung,s_series,SHV-E470,갤럭시S4 Active,GalaxyS4 Active,32,B,1,0,2021-05-10 16:13:17,0,2021-05-10 12:40:59
523,524,samsung,s_series,SHV-E470,갤럭시S4 Active,GalaxyS4 Active,32,N,2,0,2021-05-10 16:13:18,0,2021-05-10 12:40:59
524,525,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,8,S,2,0,2021-05-10 16:13:18,0,2021-05-10 12:40:59
525,526,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,8,A,1,0,2021-05-10 16:13:18,0,2021-05-10 12:41:00
526,527,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,8,B,1,0,2021-05-10 16:13:18,0,2021-05-10 12:41:00
527,528,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,8,N,2,0,2021-05-10 16:13:18,0,2021-05-10 12:41:00
528,529,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,16,S,2,0,2021-05-10 16:13:18,0,2021-05-10 12:41:00
529,530,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,16,A,1,0,2021-05-10 16:13:18,0,2021-05-10 12:41:00
530,531,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,16,B,1,0,2021-05-10 16:13:19,0,2021-05-10 12:41:00
531,532,samsung,s_series,SM-C105,갤럭시S4 Zoom,GalaxyS4 Zoom,16,N,2,0,2021-05-10 16:13:19,0,2021-05-10 12:41:00
532,533,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,8,S,2,0,2021-05-10 16:13:19,0,2021-05-10 12:41:01
533,534,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,8,A,1,0,2021-05-10 16:13:19,0,2021-05-10 12:41:01
534,535,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,8,B,2,0,2021-05-10 16:13:19,0,2021-05-10 12:41:01
535,536,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,8,N,2,0,2021-05-10 16:13:19,0,2021-05-10 12:41:01
536,537,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,16,S,2,0,2021-05-10 16:13:20,0,2021-05-10 12:41:01
537,538,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,16,A,1,0,2021-05-10 16:13:20,0,2021-05-10 12:41:01
538,539,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,16,B,2,0,2021-05-10 16:13:20,0,2021-05-10 12:41:01
539,540,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,16,N,2,0,2021-05-10 16:13:20,0,2021-05-10 12:41:02
540,541,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,32,S,2,0,2021-05-10 16:13:20,0,2021-05-10 12:41:02
541,542,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,32,A,1,0,2021-05-10 16:13:20,0,2021-05-10 12:41:02
542,543,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,32,B,1,0,2021-05-10 16:13:21,0,2021-05-10 12:41:02
543,544,samsung,s_series,SHV-E370,갤럭시S4 Mini,GalaxyS4 Mini,32,N,2,0,2021-05-10 16:13:21,0,2021-05-10 12:41:02
544,545,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,16,S,2,0,2021-05-10 16:13:21,0,2021-05-10 12:41:02
545,546,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,16,A,1,0,2021-05-10 16:13:21,0,2021-05-10 12:41:02
546,547,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,16,B,1,0,2021-05-10 16:13:21,0,2021-05-10 12:41:03
547,548,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,16,N,2,0,2021-05-10 16:13:21,0,2021-05-10 12:41:03
548,549,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,32,S,2,0,2021-05-10 16:13:22,0,2021-05-10 12:41:03
549,550,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,32,A,1,0,2021-05-10 16:13:22,0,2021-05-10 12:41:03
550,551,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,32,B,1,0,2021-05-10 16:13:22,0,2021-05-10 12:41:03
551,552,samsung,s_series,SHV-E210,갤럭시S3 LTE,GalaxyS3 LTE,32,N,2,0,2021-05-10 16:13:22,0,2021-05-10 12:41:03
552,553,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,16,S,2,0,2021-05-10 16:13:22,0,2021-05-10 12:41:03
553,554,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,16,A,1,0,2021-05-10 16:13:22,0,2021-05-10 12:41:04
554,555,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,16,B,1,0,2021-05-10 16:13:23,0,2021-05-10 12:41:04
555,556,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,16,N,2,0,2021-05-10 16:13:23,0,2021-05-10 12:41:04
556,557,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,32,S,2,0,2021-05-10 16:13:23,0,2021-05-10 12:41:04
557,558,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,32,A,0,213333,2021-05-10 16:13:23,213333,2021-05-10 12:41:04
558,559,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,32,B,1,55000,2021-05-10 15:31:34,0,2021-05-10 16:13:23
559,560,samsung,s_series,SHV-M440,갤럭시S3 3G,GalaxyS3 3G,32,N,2,141000,2021-05-10 16:13:23,189000,2021-05-10 12:41:04
560,561,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,8,S,2,0,2021-05-10 16:13:23,0,2021-05-10 12:41:05
561,562,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,8,A,1,0,2021-05-10 16:13:24,0,2021-05-10 12:41:05
562,563,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,8,B,2,0,2021-05-10 16:13:24,0,2021-05-10 12:41:05
563,564,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,8,N,2,0,2021-05-10 16:13:24,0,2021-05-10 12:41:05
564,565,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,16,S,2,0,2021-05-10 16:13:24,0,2021-05-10 12:41:05
565,566,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,16,A,1,0,2021-05-10 16:13:24,0,2021-05-10 12:41:05
566,567,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,16,B,2,0,2021-05-10 16:13:25,0,2021-05-10 12:41:05
567,568,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,16,N,2,15000,2021-05-10 16:13:25,15000,2021-05-10 12:41:06
568,569,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,32,S,2,0,2021-05-10 16:13:25,0,2021-05-10 12:41:06
569,570,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,32,A,1,0,2021-05-10 16:13:25,0,2021-05-10 12:41:06
570,571,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,32,B,2,0,2021-05-10 16:13:25,0,2021-05-10 12:41:06
571,572,samsung,s_series,SHW-M250,갤럭시S2 ,GalaxyS2,32,N,2,0,2021-05-10 16:13:25,0,2021-05-10 12:41:06
572,573,samsung,s_series,SHV-E120,갤럭시S2 HD LTE,GalaxyS2 HD LTE,16,S,2,0,2021-05-10 16:13:26,0,2021-05-10 12:41:06
573,574,samsung,s_series,SHV-E120,갤럭시S2 HD LTE,GalaxyS2 HD LTE,16,A,1,0,2021-05-10 16:13:26,0,2021-05-10 12:41:06
