,ppl_id,ppl_maker,ppl_group,ppl_model_code,ppl_name,ppl_model_name,ppl_storage,ppl_class,ppl_hidden,ppl_average,ppl_average_date,ppl_average_old,ppl_average_old_date
203,204,apple,apple,A1530,아이폰5s,iphone5s,16,N,2,52909,2021-05-10 16:12:28,52909,2021-05-10 12:40:12
204,205,apple,apple,A1530,아이폰5s,iphone5s,32,S,2,190000,2021-05-11 17:42:10,190000,2021-05-11 06:37:12
205,206,apple,apple,A1530,아이폰5s,iphone5s,32,A,2,160000,2021-05-11 17:42:10,152000,2021-05-11 06:37:12
206,207,apple,apple,A1530,아이폰5s,iphone5s,32,B,2,140000,2021-05-11 17:42:10,124000,2021-05-11 06:37:12
207,208,apple,apple,A1530,아이폰5s,iphone5s,32,N,2,213333,2021-05-10 16:12:28,213333,2021-05-10 12:40:13
208,209,apple,apple,A1530,아이폰5s,iphone5s,64,S,2,220000,2021-05-11 17:42:10,220000,2021-05-11 06:37:12
209,210,apple,apple,A1530,아이폰5s,iphone5s,64,A,2,180000,2021-05-11 17:42:10,180000,2021-05-11 06:37:12
210,211,apple,apple,A1530,아이폰5s,iphone5s,64,B,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:13
211,212,apple,apple,A1530,아이폰5s,iphone5s,64,N,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:13
212,213,apple,apple,A1532,아이폰5c,iphone5c,8,S,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:13
213,214,apple,apple,A1532,아이폰5c,iphone5c,8,A,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:13
214,215,apple,apple,A1532,아이폰5c,iphone5c,8,B,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:14
215,216,apple,apple,A1532,아이폰5c,iphone5c,8,N,2,0,2021-05-10 16:12:29,0,2021-05-10 12:40:14
216,217,apple,apple,A1532,아이폰5c,iphone5c,16,S,1,150000,2021-05-11 17:42:10,150000,2021-05-11 06:37:12
217,218,apple,apple,A1532,아이폰5c,iphone5c,16,A,2,0,2021-05-10 16:12:30,0,2021-05-10 12:40:14
218,219,apple,apple,A1532,아이폰5c,iphone5c,16,B,1,100000,2021-05-11 17:42:10,100000,2021-05-11 06:37:12
219,220,apple,apple,A1532,아이폰5c,iphone5c,16,N,2,0,2021-05-10 16:12:30,0,2021-05-10 12:40:14
220,221,apple,apple,A1532,아이폰5c,iphone5c,32,S,2,0,2021-05-10 16:12:30,0,2021-05-10 12:40:14
221,222,apple,apple,A1532,아이폰5c,iphone5c,32,A,2,0,2021-05-10 16:12:30,0,2021-05-10 12:40:15
222,223,apple,apple,A1532,아이폰5c,iphone5c,32,B,2,0,2021-05-10 16:12:31,0,2021-05-10 12:40:15
223,224,apple,apple,A1532,아이폰5c,iphone5c,32,N,2,90000,2021-05-10 16:12:31,0,2021-05-10 12:40:15
224,225,apple,apple,A1428,아이폰5,iphone5,16,S,2,0,2021-05-10 16:12:31,0,2021-05-10 12:40:15
225,226,apple,apple,A1428,아이폰5,iphone5,16,A,2,132857,2021-05-11 17:42:10,132857,2021-05-11 06:37:12
226,227,apple,apple,A1428,아이폰5,iphone5,16,B,2,81666,2021-05-11 17:42:10,78571,2021-05-11 06:37:12
227,228,apple,apple,A1428,아이폰5,iphone5,16,N,2,45714,2021-05-10 16:12:31,45000,2021-05-10 12:40:15
228,229,apple,apple,A1428,아이폰5,iphone5,32,S,2,170000,2021-05-11 17:42:10,170000,2021-05-11 06:37:12
229,230,apple,apple,A1428,아이폰5,iphone5,32,A,0,140000,2021-05-11 17:42:10,140000,2021-05-11 06:37:12
230,231,apple,apple,A1428,아이폰5,iphone5,32,B,2,92142,2021-05-11 17:42:10,81666,2021-05-11 06:37:12
231,232,apple,apple,A1428,아이폰5,iphone5,32,N,2,48333,2021-05-10 16:12:32,48333,2021-05-10 12:40:16
232,233,apple,apple,A1428,아이폰5,iphone5,64,S,2,188000,2021-05-11 17:42:10,188000,2021-05-11 06:37:12
233,234,apple,apple,A1428,아이폰5,iphone5,64,A,2,160000,2021-05-11 17:42:10,160000,2021-05-11 06:37:12
234,235,apple,apple,A1428,아이폰5,iphone5,64,B,2,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
235,236,apple,apple,A1428,아이폰5,iphone5,64,N,2,0,2021-05-10 16:12:32,0,2021-05-10 12:40:17
236,237,apple,apple,A1387,아이폰4s,iphone4s,8,S,2,0,2021-05-10 16:12:33,0,2021-05-10 12:40:17
237,238,apple,apple,A1387,아이폰4s,iphone4s,8,A,2,0,2021-05-10 16:12:33,0,2021-05-10 12:40:17
238,239,apple,apple,A1387,아이폰4s,iphone4s,8,B,2,0,2021-05-10 16:12:33,0,2021-05-10 12:40:17
239,240,apple,apple,A1387,아이폰4s,iphone4s,8,N,2,0,2021-05-10 16:12:33,0,2021-05-10 12:40:17
240,241,apple,apple,A1387,아이폰4s,iphone4s,16,S,2,160000,2021-05-11 17:42:10,160000,2021-05-11 06:37:12
241,242,apple,apple,A1387,아이폰4s,iphone4s,16,A,2,140000,2021-05-11 17:42:10,140000,2021-05-11 06:37:12
242,243,apple,apple,A1387,아이폰4s,iphone4s,16,B,2,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
243,244,apple,apple,A1387,아이폰4s,iphone4s,16,N,2,52500,2021-05-10 16:12:34,70000,2021-05-10 12:40:18
244,245,apple,apple,A1387,아이폰4s,iphone4s,32,S,2,180000,2021-05-11 17:42:10,180000,2021-05-11 06:37:12
245,246,apple,apple,A1387,아이폰4s,iphone4s,32,A,0,140000,2021-05-11 17:42:10,140000,2021-05-11 06:37:12
246,247,apple,apple,A1387,아이폰4s,iphone4s,32,B,2,300000,2021-05-11 17:42:10,218571,2021-05-11 06:37:12
247,248,apple,apple,A1387,아이폰4s,iphone4s,32,N,2,0,2021-05-10 16:12:34,45000,2021-05-10 12:40:18
248,249,apple,apple,A1387,아이폰4s,iphone4s,64,S,2,0,2021-05-10 16:12:34,0,2021-05-10 12:40:18
249,250,apple,apple,A1387,아이폰4s,iphone4s,64,A,2,0,2021-05-10 16:12:35,0,2021-05-10 12:40:19
250,251,apple,apple,A1387,아이폰4s,iphone4s,64,B,2,220000,2021-05-11 17:42:10,0,2021-05-10 16:12:35
251,252,apple,apple,A1387,아이폰4s,iphone4s,64,N,2,170000,2021-05-10 16:12:35,170000,2021-05-10 12:40:19
252,253,apple,apple,A1332,아이폰4,iphone4,8,S,2,0,2021-05-10 16:12:35,0,2021-05-10 12:40:19
253,254,apple,apple,A1332,아이폰4,iphone4,8,A,2,0,2021-05-10 16:12:35,0,2021-05-10 12:40:19
254,255,apple,apple,A1332,아이폰4,iphone4,8,B,2,0,2021-05-10 16:12:35,0,2021-05-10 12:40:19
255,256,apple,apple,A1332,아이폰4,iphone4,8,N,1,40000,2021-05-10 16:12:36,40000,2021-05-10 12:40:19
256,257,apple,apple,A1332,아이폰4,iphone4,16,S,2,96666,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
257,258,apple,apple,A1332,아이폰4,iphone4,16,A,1,85000,2021-05-11 17:42:10,100000,2021-05-11 06:37:12
258,259,apple,apple,A1332,아이폰4,iphone4,16,B,2,93333,2021-05-11 17:42:10,70000,2021-05-11 06:37:12
259,260,apple,apple,A1332,아이폰4,iphone4,16,N,2,51666,2021-05-10 16:12:36,52000,2021-05-10 12:40:20
260,261,apple,apple,A1332,아이폰4,iphone4,32,S,2,140000,2021-05-11 17:42:10,95000,2021-05-11 06:37:12
261,262,apple,apple,A1332,아이폰4,iphone4,32,A,1,70000,2021-05-11 06:37:12,70000,2021-05-10 15:31:34
262,263,apple,apple,A1332,아이폰4,iphone4,32,B,2,140000,2021-05-11 06:37:12,140000,2021-05-10 15:31:34
263,264,apple,apple,A1332,아이폰4,iphone4,32,N,2,0,2021-05-10 16:12:37,0,2021-05-10 12:40:21
264,265,samsung,a_series,SM-A908,갤럭시 A90 5G,Galaxy A90 5G,128,S,0,260000,2021-05-11 17:42:10,261428,2021-05-11 06:37:12
265,266,samsung,a_series,SM-A908,갤럭시 A90 5G,Galaxy A90 5G,128,A,0,182000,2021-05-11 17:42:10,187000,2021-05-11 06:37:12
266,267,samsung,a_series,SM-A908,갤럭시 A90 5G,Galaxy A90 5G,128,B,2,182727,2021-05-11 17:42:10,183529,2021-05-11 06:37:12
267,268,samsung,a_series,SM-A908,갤럭시 A90 5G,Galaxy A90 5G,128,N,2,200971,2021-05-10 16:12:37,200956,2021-05-10 12:40:21
268,269,samsung,a_series,SM-A505,갤럭시 A50,Galaxy A50,64,S,0,180000,2021-05-10 16:12:38,180000,2021-05-10 12:40:21
269,270,samsung,a_series,SM-A505,갤럭시 A50,Galaxy A50,64,A,0,150000,2021-05-11 17:42:10,160384,2021-05-11 06:37:12
270,271,samsung,a_series,SM-A505,갤럭시 A50,Galaxy A50,64,B,0,118888,2021-05-11 17:42:10,118888,2021-05-11 06:37:12
271,272,samsung,a_series,SM-A505,갤럭시 A50,Galaxy A50,64,N,2,117360,2021-05-10 16:12:38,118131,2021-05-10 12:40:22
272,273,samsung,a_series,SM-A405,갤럭시 A40,Galaxy A40,64,S,0,107000,2021-05-10 16:12:38,110000,2021-05-10 12:40:22
273,274,samsung,a_series,SM-A405,갤럭시 A40,Galaxy A40,64,A,1,130000,2021-05-11 17:42:10,130000,2021-05-11 06:37:12
274,275,samsung,a_series,SM-A405,갤럭시 A40,Galaxy A40,64,B,1,133333,2021-05-11 17:42:10,158888,2021-05-11 06:37:12
275,276,samsung,a_series,SM-A405,갤럭시 A40,Galaxy A40,64,N,2,113500,2021-05-10 16:12:39,114333,2021-05-10 12:40:22
276,277,samsung,a_series,SM-A305,갤럭시 A30,Galaxy A30,32,S,0,111666,2021-05-10 16:12:39,106666,2021-05-10 12:40:22
277,278,samsung,a_series,SM-A305,갤럭시 A30,Galaxy A30,32,A,0,83333,2021-05-11 17:42:10,80000,2021-05-11 06:37:12
278,279,samsung,a_series,SM-A305,갤럭시 A30,Galaxy A30,32,B,0,108333,2021-05-11 17:42:10,111666,2021-05-11 06:37:12
279,280,samsung,a_series,SM-A305,갤럭시 A30,Galaxy A30,32,N,2,93984,2021-05-10 16:12:39,94900,2021-05-10 12:40:23
280,281,samsung,a_series,SM-A205,갤럭시 A20,Galaxy A20,32,S,0,90000,2021-05-10 16:12:39,90000,2021-05-10 12:40:23
281,282,samsung,a_series,SM-A205,갤럭시 A20,Galaxy A20,32,A,0,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
282,283,samsung,a_series,SM-A205,갤럭시 A20,Galaxy A20,32,B,0,111666,2021-05-11 17:42:10,106000,2021-05-11 06:37:12
283,284,samsung,a_series,SM-A205,갤럭시 A20,Galaxy A20,32,N,2,107538,2021-05-10 16:12:40,106181,2021-05-10 12:40:23
284,285,samsung,a_series,SM-G887,갤럭시 A9 Pro,Galaxy A9 Pro,128,S,1,0,2021-05-10 16:12:40,0,2021-05-10 12:40:24
285,286,samsung,a_series,SM-G887,갤럭시 A9 Pro,Galaxy A9 Pro,128,A,0,128368,2021-05-10 16:12:40,130363,2021-05-10 12:40:24
286,287,samsung,a_series,SM-G887,갤럭시 A9 Pro,Galaxy A9 Pro,128,B,0,170000,2021-05-11 17:42:10,170000,2021-05-11 06:37:12
287,288,samsung,a_series,SM-G887,갤럭시 A9 Pro,Galaxy A9 Pro,128,N,2,126285,2021-05-10 16:12:40,125000,2021-05-10 12:40:24
288,289,samsung,a_series,SM-G885,갤럭시 A8 Star,Galaxy A8 Star,64,S,0,110000,2021-05-10 16:12:41,110000,2021-05-10 12:40:24
289,290,samsung,a_series,SM-G885,갤럭시 A8 Star,Galaxy A8 Star,64,A,0,115000,2021-05-10 16:12:41,130000,2021-05-10 12:40:24
290,291,samsung,a_series,SM-G885,갤럭시 A8 Star,Galaxy A8 Star,64,B,0,75000,2021-05-11 17:42:10,75000,2021-05-11 06:37:12
291,292,samsung,a_series,SM-G885,갤럭시 A8 Star,Galaxy A8 Star,64,N,2,83214,2021-05-10 16:12:41,83181,2021-05-10 12:40:25
292,293,samsung,a_series,SM-A920,갤럭시 A9 2018,Galaxy A9 2018,128,S,0,100000,2021-05-10 16:12:41,0,2021-05-10 12:40:25
293,294,samsung,a_series,SM-A920,갤럭시 A9 2018,Galaxy A9 2018,128,A,0,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
294,295,samsung,a_series,SM-A920,갤럭시 A9 2018,Galaxy A9 2018,128,B,1,0,2021-05-10 16:12:42,0,2021-05-10 12:40:25
295,296,samsung,a_series,SM-A920,갤럭시 A9 2018,Galaxy A9 2018,128,N,2,115000,2021-05-10 16:12:42,118750,2021-05-10 12:40:25
296,297,samsung,a_series,SM-A530,갤럭시 A8 2018,Galaxy A8 2018,32,S,0,90000,2021-05-11 17:42:10,90000,2021-05-11 06:37:12
297,298,samsung,a_series,SM-A530,갤럭시 A8 2018,Galaxy A8 2018,32,A,0,80000,2021-05-10 16:12:42,80000,2021-05-10 12:40:26
298,299,samsung,a_series,SM-A530,갤럭시 A8 2018,Galaxy A8 2018,32,B,0,70000,2021-05-11 17:42:10,75833,2021-05-11 06:37:12
299,300,samsung,a_series,SM-A530,갤럭시 A8 2018,Galaxy A8 2018,32,N,2,76884,2021-05-10 16:12:43,75181,2021-05-10 12:40:26
300,301,samsung,a_series,SM-A600,갤럭시 A6 2018,Galaxy A6 2018,32,S,1,0,2021-05-10 16:12:43,0,2021-05-10 12:40:26
301,302,samsung,a_series,SM-A600,갤럭시 A6 2018,Galaxy A6 2018,32,A,1,0,2021-05-10 16:12:43,0,2021-05-10 12:40:26
302,303,samsung,a_series,SM-A600,갤럭시 A6 2018,Galaxy A6 2018,32,B,1,75000,2021-05-11 17:42:10,75000,2021-05-11 06:37:12
303,304,samsung,a_series,SM-A600,갤럭시 A6 2018,Galaxy A6 2018,32,N,2,60000,2021-05-10 16:12:43,60000,2021-05-10 12:40:26
304,305,samsung,a_series,SM-A750,갤럭시 A7 2018,Galaxy A7 2018,32,S,1,0,2021-05-10 16:12:43,0,2021-05-10 12:40:27
305,306,samsung,a_series,SM-A750,갤럭시 A7 2018,Galaxy A7 2018,32,A,1,0,2021-05-10 16:12:43,0,2021-05-10 12:40:27
306,307,samsung,a_series,SM-A750,갤럭시 A7 2018,Galaxy A7 2018,32,B,1,0,2021-05-10 16:12:44,0,2021-05-10 12:40:27
307,308,samsung,a_series,SM-A750,갤럭시 A7 2018,Galaxy A7 2018,32,N,2,0,2021-05-10 16:12:44,0,2021-05-10 12:40:27
308,309,samsung,a_series,SM-A520,갤럭시 A5 2017,Galaxy A5 2017,32,S,1,0,2021-05-10 16:12:44,0,2021-05-10 12:40:28
309,310,samsung,a_series,SM-A520,갤럭시 A5 2017,Galaxy A5 2017,32,A,0,65000,2021-05-10 16:12:45,65000,2021-05-10 12:40:28
310,311,samsung,a_series,SM-A520,갤럭시 A5 2017,Galaxy A5 2017,32,B,0,65000,2021-05-11 17:42:10,61000,2021-05-11 06:37:12
311,312,samsung,a_series,SM-A520,갤럭시 A5 2017,Galaxy A5 2017,32,N,2,68846,2021-05-10 16:12:45,69090,2021-05-10 12:40:28
312,313,samsung,a_series,SM-A810,갤럭시 A8 2016,Galaxy A8 2016,32,S,0,65000,2021-05-10 16:12:45,65000,2021-05-10 12:40:28
313,314,samsung,a_series,SM-A810,갤럭시 A8 2016,Galaxy A8 2016,32,A,1,0,2021-05-10 16:12:45,0,2021-05-10 12:40:29
314,315,samsung,a_series,SM-A810,갤럭시 A8 2016,Galaxy A8 2016,32,B,1,0,2021-05-10 16:12:45,0,2021-05-10 12:40:29
315,316,samsung,a_series,SM-A810,갤럭시 A8 2016,Galaxy A8 2016,32,N,2,0,2021-05-10 16:12:46,0,2021-05-10 12:40:29
316,317,samsung,a_series,SM-A310,갤럭시 A3 2016,Galaxy A3 2016,16,S,0,77600,2021-05-10 16:12:46,77600,2021-05-10 12:40:29
317,318,samsung,a_series,SM-A310,갤럭시 A3 2016,Galaxy A3 2016,16,A,0,70100,2021-05-10 16:12:46,70100,2021-05-10 12:40:29
318,319,samsung,a_series,SM-A310,갤럭시 A3 2016,Galaxy A3 2016,16,B,0,52600,2021-05-10 16:12:46,52600,2021-05-10 12:40:30
319,320,samsung,a_series,SM-A310,갤럭시 A3 2016,Galaxy A3 2016,16,N,2,0,2021-05-10 16:12:46,0,2021-05-10 12:40:30
320,321,samsung,a_series,SM-A510,갤럭시 A5 2016,Galaxy A5 2016,16,S,0,106666,2021-05-11 17:42:10,106666,2021-05-11 06:37:12
321,322,samsung,a_series,SM-A510,갤럭시 A5 2016,Galaxy A5 2016,16,A,0,100000,2021-05-11 17:42:10,100000,2021-05-11 06:37:12
322,323,samsung,a_series,SM-A510,갤럭시 A5 2016,Galaxy A5 2016,16,B,0,88333,2021-05-11 17:42:10,88333,2021-05-11 06:37:12
323,324,samsung,a_series,SM-A510,갤럭시 A5 2016,Galaxy A5 2016,16,N,2,70000,2021-05-10 16:12:47,70000,2021-05-10 12:40:30
324,325,samsung,a_series,SM-A710,갤럭시 A7 2016,Galaxy A7 2016,16,S,0,115000,2021-05-11 17:42:10,115000,2021-05-11 06:37:12
325,326,samsung,a_series,SM-A710,갤럭시 A7 2016,Galaxy A7 2016,16,A,0,105000,2021-05-11 17:42:10,105000,2021-05-11 06:37:12
326,327,samsung,a_series,SM-A710,갤럭시 A7 2016,Galaxy A7 2016,16,B,0,95000,2021-05-11 17:42:10,95000,2021-05-11 06:37:12
327,328,samsung,a_series,SM-A710,갤럭시 A7 2016,Galaxy A7 2016,16,N,2,0,2021-05-10 16:12:47,0,2021-05-10 12:40:31
328,329,samsung,a_series,SM-A800,갤럭시 A8,Galaxy A8,32,S,2,0,2021-05-10 16:12:48,0,2021-05-10 12:40:31
329,330,samsung,a_series,SM-A800,갤럭시 A8,Galaxy A8,32,A,0,72500,2021-05-10 16:12:48,76666,2021-05-10 12:40:31
330,331,samsung,a_series,SM-A800,갤럭시 A8,Galaxy A8,32,B,2,60000,2021-05-11 17:42:10,60000,2021-05-11 06:37:12
331,332,samsung,a_series,SM-A800,갤럭시 A8,Galaxy A8,32,N,2,70000,2021-05-10 16:12:48,73333,2021-05-10 12:40:32
332,333,samsung,a_series,SM-A500,갤럭시 A5,Galaxy A5,16,S,2,0,2021-05-10 16:12:48,0,2021-05-10 12:40:32
333,334,samsung,a_series,SM-A500,갤럭시 A5,Galaxy A5,16,A,1,0,2021-05-10 16:12:48,0,2021-05-10 12:40:32
334,335,samsung,a_series,SM-A500,갤럭시 A5,Galaxy A5,16,B,2,50000,2021-05-11 17:42:10,50000,2021-05-11 06:37:12
335,336,samsung,a_series,SM-A500,갤럭시 A5,Galaxy A5,16,N,2,50000,2021-05-10 16:12:49,0,2021-05-10 12:40:32
336,337,samsung,a_series,SM-A300,갤럭시 A3,Galaxy A3,16,S,2,0,2021-05-10 16:12:49,0,2021-05-10 12:40:32
337,338,samsung,a_series,SM-A300,갤럭시 A3,Galaxy A3,16,A,1,0,2021-05-10 16:12:49,0,2021-05-10 12:40:32
338,339,samsung,a_series,SM-A300,갤럭시 A3,Galaxy A3,16,B,2,0,2021-05-10 16:12:49,0,2021-05-10 12:40:33
339,340,samsung,a_series,SM-A300,갤럭시 A3,Galaxy A3,16,N,2,69000,2021-05-10 16:12:49,69000,2021-05-10 12:40:33
340,341,samsung,a_series,SM-A700,갤럭시 A7,Galaxy A7,16,S,2,0,2021-05-10 16:12:49,0,2021-05-10 12:40:33
341,342,samsung,a_series,SM-A700,갤럭시 A7,Galaxy A7,16,A,1,0,2021-05-10 16:12:49,0,2021-05-10 12:40:33
342,343,samsung,a_series,SM-A700,갤럭시 A7,Galaxy A7,16,B,2,0,2021-05-10 16:12:50,0,2021-05-10 12:40:33
343,344,samsung,a_series,SM-A700,갤럭시 A7,Galaxy A7,16,N,2,50000,2021-05-10 16:12:50,50000,2021-05-10 12:40:33
344,345,samsung,a_series,SHW-M100,갤럭시 A,Galaxy A,8,S,2,0,2021-05-10 16:12:50,0,2021-05-10 12:40:33
345,346,samsung,a_series,SHW-M100,갤럭시 A,Galaxy A,8,A,1,0,2021-05-10 16:12:50,0,2021-05-10 12:40:34
346,347,samsung,a_series,SHW-M100,갤럭시 A,Galaxy A,8,B,2,0,2021-05-10 16:12:50,0,2021-05-10 12:40:34
347,348,samsung,a_series,SHW-M100,갤럭시 A,Galaxy A,8,N,2,0,2021-05-10 16:12:50,0,2021-05-10 12:40:34
348,349,samsung,j_series,SM-J250,갤럭시 J2 Pro,Galaxy J2 Pro,16,S,1,0,2021-05-10 16:12:50,0,2021-05-10 12:40:34
349,350,samsung,j_series,SM-J250,갤럭시 J2 Pro,Galaxy J2 Pro,16,A,0,90000,2021-05-10 16:12:51,90000,2021-05-10 12:40:34
350,351,samsung,j_series,SM-J250,갤럭시 J2 Pro,Galaxy J2 Pro,16,B,0,180000,2021-05-11 17:42:10,180000,2021-05-11 06:37:12
351,352,samsung,j_series,SM-J250,갤럭시 J2 Pro,Galaxy J2 Pro,16,N,2,80454,2021-05-10 16:12:51,80500,2021-05-10 12:40:35
352,353,samsung,j_series,SM-J330,갤럭시 J3 2017,Galaxy J3 2017,16,S,0,55400,2021-05-11 17:42:10,55400,2021-05-11 06:37:12
353,354,samsung,j_series,SM-J330,갤럭시 J3 2017,Galaxy J3 2017,16,A,0,47900,2021-05-11 17:42:10,47900,2021-05-11 06:37:12
354,355,samsung,j_series,SM-J330,갤럭시 J3 2017,Galaxy J3 2017,16,B,0,43600,2021-05-11 17:42:10,45200,2021-05-11 06:37:12
355,356,samsung,j_series,SM-J330,갤럭시 J3 2017,Galaxy J3 2017,16,N,2,60000,2021-05-10 16:12:52,60000,2021-05-10 12:40:35
356,357,samsung,j_series,SM-J530,갤럭시 J5 2017,Galaxy J5 2017,32,S,1,0,2021-05-10 16:12:52,0,2021-05-10 12:40:35
357,358,samsung,j_series,SM-J530,갤럭시 J5 2017,Galaxy J5 2017,32,A,0,80000,2021-05-10 16:12:52,80000,2021-05-10 12:40:35
358,359,samsung,j_series,SM-J530,갤럭시 J5 2017,Galaxy J5 2017,32,B,0,45000,2021-05-10 16:12:52,45000,2021-05-10 12:40:36
359,360,samsung,j_series,SM-J530,갤럭시 J5 2017,Galaxy J5 2017,32,N,2,0,2021-05-10 16:12:52,0,2021-05-10 12:40:36
360,361,samsung,j_series,SM-J730,갤럭시 J7 2017,Galaxy J7 2017,32,S,1,0,2021-05-10 16:12:52,0,2021-05-10 12:40:36
361,362,samsung,j_series,SM-J730,갤럭시 J7 2017,Galaxy J7 2017,32,A,1,0,2021-05-10 16:12:52,0,2021-05-10 12:40:36
362,363,samsung,j_series,SM-J730,갤럭시 J7 2017,Galaxy J7 2017,32,B,0,60000,2021-05-11 17:42:10,60000,2021-05-11 06:37:12
363,364,samsung,j_series,SM-J730,갤럭시 J7 2017,Galaxy J7 2017,32,N,2,55000,2021-05-10 16:12:53,55000,2021-05-10 12:40:36
364,365,samsung,j_series,SM-J320,갤럭시 J3 2016,Galaxy J3 2016,8,S,1,0,2021-05-10 16:12:53,0,2021-05-10 12:40:36
365,366,samsung,j_series,SM-J320,갤럭시 J3 2016,Galaxy J3 2016,8,A,1,0,2021-05-10 16:12:53,0,2021-05-10 12:40:37
366,367,samsung,j_series,SM-J320,갤럭시 J3 2016,Galaxy J3 2016,8,B,1,0,2021-05-10 16:12:53,0,2021-05-10 12:40:37
367,368,samsung,j_series,SM-J320,갤럭시 J3 2016,Galaxy J3 2016,8,N,2,0,2021-05-10 16:12:53,0,2021-05-10 12:40:37
368,369,samsung,j_series,SM-J710,갤럭시 J7 2016,Galaxy J7 2016,16,S,0,89000,2021-05-11 17:42:10,89000,2021-05-11 06:37:12
369,370,samsung,j_series,SM-J710,갤럭시 J7 2016,Galaxy J7 2016,16,A,0,80250,2021-05-11 17:42:10,80250,2021-05-11 06:37:12
370,371,samsung,j_series,SM-J710,갤럭시 J7 2016,Galaxy J7 2016,16,B,0,71500,2021-05-11 17:42:10,71500,2021-05-11 06:37:12
371,372,samsung,j_series,SM-J710,갤럭시 J7 2016,Galaxy J7 2016,16,N,2,55000,2021-05-10 16:12:54,55000,2021-05-10 12:40:37
372,373,samsung,j_series,SM-J510,갤럭시 J5 2016,Galaxy J5 2016,16,S,0,62650,2021-05-11 17:42:10,62650,2021-05-11 06:37:12
373,374,samsung,j_series,SM-J510,갤럭시 J5 2016,Galaxy J5 2016,16,A,0,58600,2021-05-11 17:42:10,60200,2021-05-11 06:37:12
374,375,samsung,j_series,SM-J510,갤럭시 J5 2016,Galaxy J5 2016,16,B,0,49150,2021-05-11 17:42:10,49150,2021-05-11 06:37:12
375,376,samsung,j_series,SM-J510,갤럭시 J5 2016,Galaxy J5 2016,16,N,2,30000,2021-05-10 16:12:55,30000,2021-05-10 12:40:38
376,377,samsung,j_series,SM-J700,갤럭시 J7,Galaxy J7,16,S,2,0,2021-05-10 16:12:55,0,2021-05-10 12:40:38
377,378,samsung,j_series,SM-J700,갤럭시 J7,Galaxy J7,16,A,1,0,2021-05-10 16:12:55,0,2021-05-10 12:40:38
378,379,samsung,j_series,SM-J700,갤럭시 J7,Galaxy J7,16,B,2,0,2021-05-10 16:12:55,0,2021-05-10 12:40:38
379,380,samsung,j_series,SM-J700,갤럭시 J7,Galaxy J7,16,N,2,0,2021-05-10 16:12:55,0,2021-05-10 12:40:39
380,381,samsung,j_series,SM-J600,갤럭시 J6,Galaxy J6,32,S,2,110000,2021-05-10 16:12:55,0,2021-05-10 12:40:39
381,382,samsung,j_series,SM-J600,갤럭시 J6,Galaxy J6,32,A,1,0,2021-05-10 16:12:55,0,2021-05-10 12:40:39
382,383,samsung,j_series,SM-J600,갤럭시 J6,Galaxy J6,32,B,2,76500,2021-05-11 17:42:10,76500,2021-05-11 06:37:12
383,384,samsung,j_series,SM-J600,갤럭시 J6,Galaxy J6,32,N,2,65000,2021-05-10 16:12:56,65000,2021-05-10 12:40:39
384,385,samsung,j_series,SM-J500,갤럭시 J5,Galaxy J5,16,S,2,0,2021-05-10 16:12:56,0,2021-05-10 12:40:39
385,386,samsung,j_series,SM-J500,갤럭시 J5,Galaxy J5,16,A,1,0,2021-05-10 16:12:56,0,2021-05-10 12:40:39
386,387,samsung,j_series,SM-J500,갤럭시 J5,Galaxy J5,16,B,2,80000,2021-05-11 17:42:10,80000,2021-05-11 06:37:12
387,388,samsung,j_series,SM-J500,갤럭시 J5,Galaxy J5,16,N,2,34333,2021-05-10 16:12:56,40000,2021-05-10 12:40:40
388,389,samsung,j_series,SM-J415,갤럭시 J4 Plus,Galaxy J4 Plus,32,S,1,0,2021-05-10 16:12:56,0,2021-05-10 12:40:40
389,390,samsung,j_series,SM-J415,갤럭시 J4 Plus,Galaxy J4 Plus,32,A,0,77142,2021-05-10 16:12:57,76666,2021-05-10 12:40:40
390,391,samsung,j_series,SM-J415,갤럭시 J4 Plus,Galaxy J4 Plus,32,B,2,70000,2021-05-11 17:42:10,70000,2021-05-11 06:37:12
391,392,samsung,j_series,SM-J415,갤럭시 J4 Plus,Galaxy J4 Plus,32,N,2,68857,2021-05-10 16:12:57,67833,2021-05-10 12:40:40
392,393,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,256,S,0,384600,2021-05-11 17:42:10,361625,2021-05-11 06:37:12
393,394,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,256,A,0,376428,2021-05-11 17:42:10,351428,2021-05-11 06:37:12
394,395,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,256,B,2,300500,2021-05-11 17:42:10,291798,2021-05-11 06:37:12
